graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,max_delta,dan,most_congested_route,ratio
erdos-renyi,50,17,79.0,0.01964196916956738,0.9903033316757832,10,27,10,"[T12 W: 0, T22 W: 11.0, T16 W: 7.0, T22 W: 16.0, T36 W: 0]",0.33
erdos-renyi,50,17,53.0,0.013296537882589061,0.985449071751129,10,30,10,"[T42 W: 0, T21 W: 13.0, T35 W: 8.0, T46 W: 0]",0.33
erdos-renyi,50,17,67.0,0.01623062015503876,1.020106589147287,10,31,10,"[T13 W: 0, T46 W: 12.0, T45 W: 14.0, T47 W: 0]",0.33
erdos-renyi,50,13,34.0,0.010532837670384139,0.9634448574969021,16,23,16,"[T25 W: 0, T41 W: 17.0, T38 W: 0]",0.25
erdos-renyi,50,13,27.0,0.008016627078384799,0.834916864608076,16,21,16,"[T1 W: 0, T22 W: 9.0, T10 W: 0]",0.25
erdos-renyi,50,13,25.0,0.007237984944991315,0.8931673422119282,16,22,16,"[T11 W: 0, T23 W: 12.0, T44 W: 0]",0.25
erdos-renyi,50,13,26.0,0.008777852802160702,0.7903443619176233,16,20,16,"[T13 W: 0, T25 W: 14.0, T20 W: 0]",0.25
erdos-renyi,50,13,27.0,0.008511979823455234,0.867906683480454,16,20,16,"[T0 W: 0, T42 W: 18.0, T48 W: 0]",0.25
erdos-renyi,50,17,37.0,0.01001082251082251,0.8568722943722944,16,25,16,"[T6 W: 0, T11 W: 9.0, T9 W: 6.0, T36 W: 0]",0.33
erdos-renyi,50,17,40.0,0.009560229445506692,0.8776290630975143,16,25,16,"[T2 W: 0, T46 W: 8.0, T10 W: 8.0, T24 W: 0]",0.33
erdos-renyi,50,17,41.0,0.010539845758354757,0.9185089974293059,16,25,16,"[T15 W: 0, T25 W: 9.0, T46 W: 10.0, T37 W: 0]",0.33
erdos-renyi,50,17,43.0,0.01018957345971564,0.9533175355450237,16,27,16,"[T8 W: 0, T30 W: 9.0, T35 W: 10.0, T39 W: 0]",0.33
erdos-renyi,50,17,41.0,0.010224438902743141,0.9182044887780548,16,24,16,"[T25 W: 0, T35 W: 5.0, T11 W: 7.0, T46 W: 0]",0.33
erdos-renyi,50,13,29.0,0.00903990024937656,0.9145885286783042,24,22,24,"[T7 W: 0, T34 W: 18.0, T10 W: 0]",0.25
erdos-renyi,50,13,27.0,0.008162031438935914,0.8029020556227328,24,19,24,"[T35 W: 0, T39 W: 18.0, T40 W: 0]",0.25
erdos-renyi,50,13,29.0,0.0086463923673226,0.8714967203339297,24,20,24,"[T23 W: 0, T10 W: 14.0, T27 W: 0]",0.25
erdos-renyi,50,13,26.0,0.008825526137135099,0.9521384928716904,24,22,24,"[T23 W: 0, T40 W: 9.0, T26 W: 0]",0.25
erdos-renyi,50,13,24.0,0.00754242614707731,0.8315524827152734,24,19,24,"[T4 W: 0, T41 W: 16.0, T24 W: 0]",0.25
erdos-renyi,50,17,27.0,0.006679861454725384,0.9470559129143988,24,25,24,"[T20 W: 0, T25 W: 9.0, T32 W: 0]",0.33
erdos-renyi,50,17,30.0,0.007062146892655367,0.8135593220338984,24,25,24,"[T43 W: 0, T29 W: 18.0, T49 W: 0]",0.33
erdos-renyi,50,17,36.0,0.009202453987730062,0.9555214723926381,24,27,24,"[T18 W: 0, T21 W: 18.0, T22 W: 0]",0.33
erdos-renyi,50,17,28.0,0.006478482184173994,0.8838500694123091,24,26,24,"[T1 W: 0, T13 W: 15.0, T47 W: 0]",0.33
erdos-renyi,50,17,32.0,0.0073563218390804595,0.8583908045977011,24,25,24,"[T3 W: 0, T42 W: 15.0, T24 W: 0]",0.33
