graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,max_delta,dan,most_congested_route,ratio
erdos-renyi,25,9,25.0,0.02244165170556553,0.9326750448833034,72,13,8d,"[T2 W: 0, T11 W: 16.0, T10 W: 0]",0.33
erdos-renyi,25,9,26.0,0.022968197879858657,1.0424028268551238,72,16,8d,"[T7 W: 0, T12 W: 9.0, T22 W: 0]",0.33
erdos-renyi,25,9,26.0,0.02529182879377432,0.8628404669260701,64,14,8d,"[T7 W: 0, T18 W: 9.0, T13 W: 0]",0.33
erdos-renyi,25,9,22.0,0.021653543307086614,0.8001968503937008,64,12,8d,"[T0 W: 0, T16 W: 14.0, T15 W: 0]",0.33
erdos-renyi,25,9,24.0,0.021052631578947368,0.8394736842105263,80,14,8d,"[T13 W: 0, T0 W: 15.0, T23 W: 0]",0.33
erdos-renyi,25,7,24.0,0.027522935779816515,0.6685779816513762,60,9,10d,"[T0 W: 0, T13 W: 8.0, T23 W: 0]",0.25
erdos-renyi,25,7,25.0,0.033602150537634407,0.8763440860215054,60,10,10d,"[T17 W: 0, T6 W: 16.0, T20 W: 0]",0.25
erdos-renyi,25,7,31.0,0.034988713318284424,0.9988713318284425,70,14,10d,"[T17 W: 0, T13 W: 14.0, T19 W: 0]",0.25
erdos-renyi,25,7,34.0,0.03803131991051454,0.8322147651006712,70,12,10d,"[T18 W: 0, T6 W: 16.0, T23 W: 0]",0.25
erdos-renyi,25,7,25.0,0.029002320185614848,0.7900232018561485,70,10,10d,"[T7 W: 0, T14 W: 9.0, T9 W: 0]",0.25
erdos-renyi,25,9,28.0,0.027722772277227723,0.8702970297029703,80,11,10d,"[T14 W: 0, T11 W: 13.0, T24 W: 0]",0.33
erdos-renyi,25,9,27.0,0.025,0.9416666666666667,80,15,10d,"[T11 W: 0, T3 W: 9.0, T15 W: 0]",0.33
erdos-renyi,25,9,26.0,0.02574257425742574,0.8821782178217822,80,13,10d,"[T13 W: 0, T17 W: 16.0, T18 W: 0]",0.33
erdos-renyi,25,9,33.0,0.02899824253075571,1.1423550087873462,90,15,10d,"[T4 W: 0, T2 W: 13.0, T22 W: 0]",0.33
erdos-renyi,25,9,31.0,0.030753968253968252,0.7886904761904762,80,11,10d,"[T3 W: 0, T20 W: 15.0, T8 W: 0]",0.33
erdos-renyi,25,7,25.0,0.03424657534246575,0.8534246575342466,60,9,12d,"[T13 W: 0, T11 W: 9.0, T16 W: 0]",0.25
erdos-renyi,25,7,29.0,0.037467700258397935,1.0258397932816536,72,11,12d,"[T21 W: 0, T23 W: 18.0, T24 W: 0]",0.25
erdos-renyi,25,7,24.0,0.031413612565445025,0.6780104712041884,72,9,12d,"[T0 W: 0, T17 W: 16.0, T4 W: 0]",0.25
erdos-renyi,25,7,28.0,0.037037037037037035,1.0357142857142858,84,12,12d,"[T5 W: 0, T19 W: 13.0, T20 W: 0]",0.25
erdos-renyi,25,7,21.0,0.028688524590163935,0.8784153005464481,72,11,12d,"[T15 W: 0, T13 W: 9.0, T19 W: 0]",0.25
erdos-renyi,25,9,24.0,0.023391812865497075,0.7953216374269005,96,11,12d,"[T1 W: 0, T15 W: 16.0, T10 W: 0]",0.33
