graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,max_delta,dan,most_congested_route,max_route_len,type
barabasi-albert,25,4,18.0,0.0225,1.36,24,11,24,"[T14 W: 0, T1 W: 18.0]",1,egobalance
barabasi-albert,25,4,16.0,0.018433179723502304,1.423963133640553,24,11,24,"[T3 W: 0, T11 W: 16.0]",1,egobalance
barabasi-albert,25,4,18.0,0.02027027027027027,1.4662162162162162,24,11,24,"[T9 W: 0, T20 W: 18.0]",1,egobalance
barabasi-albert,25,4,18.0,0.02112676056338028,1.3615023474178405,24,12,24,"[T0 W: 0, T24 W: 18.0]",1,egobalance
barabasi-albert,25,4,18.0,0.021844660194174758,1.3980582524271845,24,11,24,"[T10 W: 0, T24 W: 18.0]",1,egobalance
barabasi-albert,25,5,18.0,0.017241379310344827,1.4118773946360152,24,12,24,"[T8 W: 0, T14 W: 18.0]",1,egobalance
barabasi-albert,25,5,18.0,0.017928286852589643,1.404382470119522,24,12,24,"[T13 W: 0, T18 W: 18.0]",1,egobalance
barabasi-albert,25,5,18.0,0.016544117647058824,1.4025735294117647,24,11,24,"[T5 W: 0, T0 W: 18.0]",1,egobalance
barabasi-albert,25,5,18.0,0.016917293233082706,1.4078947368421053,24,12,24,"[T5 W: 0, T18 W: 18.0]",1,egobalance
barabasi-albert,25,5,18.0,0.018108651911468814,1.432595573440644,24,12,24,"[T0 W: 0, T10 W: 18.0]",1,egobalance
barabasi-albert,25,6,18.0,0.01517706576728499,1.3827993254637436,24,14,24,"[T0 W: 0, T15 W: 18.0]",1,egobalance
barabasi-albert,25,6,18.0,0.01717557251908397,1.3874045801526718,24,12,24,"[T13 W: 0, T2 W: 18.0]",1,egobalance
barabasi-albert,25,6,18.0,0.015901060070671377,1.4098939929328622,24,13,24,"[T7 W: 0, T24 W: 18.0]",1,egobalance
barabasi-albert,25,6,18.0,0.016453382084095063,1.3729433272394882,24,14,24,"[T12 W: 0, T22 W: 18.0]",1,egobalance
barabasi-albert,25,6,18.0,0.014950166112956811,1.3737541528239203,24,13,24,"[T4 W: 0, T11 W: 18.0]",1,egobalance
barabasi-albert,25,7,18.0,0.015544041450777202,1.3765112262521588,24,13,24,"[T6 W: 0, T24 W: 18.0]",1,egobalance
barabasi-albert,25,7,18.0,0.014218009478672985,1.339652448657188,24,15,24,"[T4 W: 0, T24 W: 18.0]",1,egobalance
barabasi-albert,25,7,18.0,0.014446227929373997,1.3210272873194222,24,13,24,"[T0 W: 0, T17 W: 18.0]",1,egobalance
barabasi-albert,25,7,18.0,0.014975041597337771,1.3560732113144758,24,13,24,"[T8 W: 0, T14 W: 18.0]",1,egobalance
barabasi-albert,25,7,18.0,0.014539579967689823,1.3925686591276252,24,13,24,"[T10 W: 0, T22 W: 18.0]",1,egobalance
barabasi-albert,25,8,18.0,0.013657056145675266,1.3505311077389985,24,13,24,"[T3 W: 0, T18 W: 18.0]",1,egobalance
barabasi-albert,25,8,18.0,0.013177159590043924,1.3191800878477307,24,13,24,"[T14 W: 0, T7 W: 18.0]",1,egobalance
barabasi-albert,25,8,18.0,0.012949640287769784,1.3683453237410073,24,14,24,"[T8 W: 0, T0 W: 18.0]",1,egobalance
barabasi-albert,25,8,18.0,0.013910355486862442,1.3585780525502318,24,14,24,"[T13 W: 0, T5 W: 18.0]",1,egobalance
barabasi-albert,25,8,18.0,0.013254786450662739,1.374079528718704,24,14,24,"[T11 W: 0, T2 W: 18.0]",1,egobalance
barabasi-albert,25,9,18.0,0.013043478260869565,1.3246376811594203,24,16,24,"[T2 W: 0, T21 W: 18.0]",1,egobalance
barabasi-albert,25,9,18.0,0.012640449438202247,1.3581460674157304,24,15,24,"[T13 W: 0, T2 W: 18.0]",1,egobalance
barabasi-albert,25,9,18.0,0.012,1.3466666666666667,24,14,24,"[T10 W: 0, T1 W: 18.0]",1,egobalance
barabasi-albert,25,9,18.0,0.012658227848101266,1.3783403656821378,24,15,24,"[T10 W: 0, T3 W: 18.0]",1,egobalance
barabasi-albert,25,9,18.0,0.012693935119887164,1.38787023977433,24,16,24,"[T0 W: 0, T19 W: 18.0]",1,egobalance
barabasi-albert,25,10,18.0,0.011538461538461539,1.291025641025641,24,14,24,"[T21 W: 0, T1 W: 18.0]",1,egobalance
barabasi-albert,25,10,18.0,0.01267605633802817,1.3338028169014085,24,15,24,"[T21 W: 0, T23 W: 18.0]",1,egobalance
barabasi-albert,25,10,18.0,0.011292346298619825,1.2986198243412799,24,14,24,"[T18 W: 0, T0 W: 18.0]",1,egobalance
barabasi-albert,25,10,18.0,0.01164294954721863,1.3363518758085382,24,15,24,"[T11 W: 0, T2 W: 18.0]",1,egobalance
barabasi-albert,25,10,18.0,0.012228260869565218,1.3790760869565217,24,15,24,"[T15 W: 0, T3 W: 18.0]",1,egobalance
barabasi-albert,25,1,16.0,0.06837606837606838,1.4786324786324787,48,6,48,"[T12 W: 0, T22 W: 16.0]",1,egobalance
barabasi-albert,25,1,18.0,0.07964601769911504,1.424778761061947,48,6,48,"[T10 W: 0, T19 W: 18.0]",1,egobalance
barabasi-albert,25,1,13.0,0.0625,1.5769230769230769,48,6,48,"[T1 W: 0, T7 W: 13.0]",1,egobalance
barabasi-albert,25,1,18.0,0.07377049180327869,1.401639344262295,48,5,48,"[T23 W: 0, T24 W: 18.0]",1,egobalance
barabasi-albert,25,1,18.0,0.07142857142857142,1.492063492063492,48,10,48,"[T5 W: 0, T14 W: 18.0]",1,egobalance
barabasi-albert,25,2,16.0,0.036036036036036036,1.4234234234234233,48,8,48,"[T0 W: 0, T15 W: 16.0]",1,egobalance
barabasi-albert,25,2,16.0,0.03587443946188341,1.4887892376681615,48,11,48,"[T1 W: 0, T3 W: 16.0]",1,egobalance
barabasi-albert,25,2,18.0,0.04017857142857143,1.4017857142857142,48,10,48,"[T1 W: 0, T24 W: 18.0]",1,egobalance
barabasi-albert,25,2,18.0,0.038135593220338986,1.4830508474576272,48,9,48,"[T7 W: 0, T17 W: 18.0]",1,egobalance
barabasi-albert,25,2,18.0,0.04326923076923077,1.4134615384615385,48,11,48,"[T2 W: 0, T24 W: 18.0]",1,egobalance
barabasi-albert,25,3,18.0,0.028481012658227847,1.5031645569620253,48,11,48,"[T3 W: 0, T16 W: 18.0]",1,egobalance
barabasi-albert,25,3,18.0,0.026470588235294117,1.411764705882353,48,11,48,"[T5 W: 0, T20 W: 18.0]",1,egobalance
barabasi-albert,25,3,16.0,0.02531645569620253,1.481012658227848,48,10,48,"[T2 W: 0, T12 W: 16.0]",1,egobalance
barabasi-albert,25,3,18.0,0.026785714285714284,1.4136904761904763,48,10,48,"[T5 W: 0, T20 W: 18.0]",1,egobalance
barabasi-albert,25,3,18.0,0.028391167192429023,1.444794952681388,48,12,48,"[T4 W: 0, T22 W: 18.0]",1,egobalance
barabasi-albert,25,4,18.0,0.020224719101123594,1.3528089887640449,48,13,48,"[T6 W: 0, T0 W: 18.0]",1,egobalance
barabasi-albert,25,4,18.0,0.02127659574468085,1.3947990543735225,48,12,48,"[T2 W: 0, T10 W: 18.0]",1,egobalance
barabasi-albert,25,4,18.0,0.020224719101123594,1.4112359550561797,48,11,48,"[T2 W: 0, T11 W: 18.0]",1,egobalance
barabasi-albert,25,4,18.0,0.022613065326633167,1.3944723618090453,48,13,48,"[T15 W: 0, T22 W: 18.0]",1,egobalance
barabasi-albert,25,4,18.0,0.02295918367346939,1.4846938775510203,48,11,48,"[T7 W: 0, T18 W: 18.0]",1,egobalance
barabasi-albert,25,5,18.0,0.018036072144288578,1.3967935871743486,48,12,48,"[T0 W: 0, T17 W: 18.0]",1,egobalance
barabasi-albert,25,5,18.0,0.018329938900203666,1.3991853360488797,48,12,48,"[T11 W: 0, T21 W: 18.0]",1,egobalance
barabasi-albert,25,5,18.0,0.017857142857142856,1.3472222222222223,48,12,48,"[T2 W: 0, T22 W: 18.0]",1,egobalance
barabasi-albert,25,5,18.0,0.017110266159695818,1.3935361216730038,48,12,48,"[T8 W: 0, T17 W: 18.0]",1,egobalance
barabasi-albert,25,5,18.0,0.017892644135188866,1.4174950298210736,48,11,48,"[T2 W: 0, T16 W: 18.0]",1,egobalance
barabasi-albert,25,6,18.0,0.016216216216216217,1.3405405405405406,48,12,48,"[T2 W: 0, T15 W: 18.0]",1,egobalance
barabasi-albert,25,6,17.0,0.016377649325626204,1.3969171483622351,48,14,48,"[T6 W: 0, T3 W: 17.0]",1,egobalance
barabasi-albert,25,6,18.0,0.015151515151515152,1.3838383838383839,48,13,48,"[T13 W: 0, T20 W: 18.0]",1,egobalance
barabasi-albert,25,6,18.0,0.015126050420168067,1.3663865546218488,48,13,48,"[T11 W: 0, T14 W: 18.0]",1,egobalance
barabasi-albert,25,6,18.0,0.015873015873015872,1.4303350970017636,48,14,48,"[T9 W: 0, T23 W: 18.0]",1,egobalance
barabasi-albert,25,7,18.0,0.015025041736227046,1.3973288814691152,48,13,48,"[T12 W: 0, T19 W: 18.0]",1,egobalance
barabasi-albert,25,7,18.0,0.014218009478672985,1.3933649289099526,48,15,48,"[T8 W: 0, T3 W: 18.0]",1,egobalance
barabasi-albert,25,7,18.0,0.013677811550151976,1.3389057750759878,48,14,48,"[T19 W: 0, T2 W: 18.0]",1,egobalance
barabasi-albert,25,7,18.0,0.013412816691505217,1.3278688524590163,48,14,48,"[T15 W: 0, T0 W: 18.0]",1,egobalance
barabasi-albert,25,7,18.0,0.015025041736227046,1.357262103505843,48,14,48,"[T10 W: 0, T18 W: 18.0]",1,egobalance
barabasi-albert,25,8,18.0,0.013157894736842105,1.358187134502924,48,15,48,"[T10 W: 0, T0 W: 18.0]",1,egobalance
barabasi-albert,25,8,23.0,0.017884914463452566,1.47900466562986,48,16,48,"[T11 W: 0, T19 W: 23.0]",1,egobalance
barabasi-albert,25,8,18.0,0.013062409288824383,1.3541364296081277,48,14,48,"[T11 W: 0, T6 W: 18.0]",1,egobalance
barabasi-albert,25,8,18.0,0.01291248206599713,1.3715925394548063,48,15,48,"[T3 W: 0, T22 W: 18.0]",1,egobalance
barabasi-albert,25,8,18.0,0.013196480938416423,1.400293255131965,48,13,48,"[T0 W: 0, T24 W: 18.0]",1,egobalance
barabasi-albert,25,9,18.0,0.013062409288824383,1.4397677793904209,48,15,48,"[T9 W: 0, T1 W: 18.0]",1,egobalance
barabasi-albert,25,9,18.0,0.013313609467455622,1.386094674556213,48,14,48,"[T10 W: 0, T1 W: 18.0]",1,egobalance
barabasi-albert,25,9,18.0,0.012162162162162163,1.327027027027027,48,15,48,"[T5 W: 0, T23 W: 18.0]",1,egobalance
barabasi-albert,25,9,18.0,0.013636363636363636,1.378787878787879,48,15,48,"[T17 W: 0, T0 W: 18.0]",1,egobalance
