graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,max_delta,dan,most_congested_route,type
erdos-renyi,25,1,18.0,0.1232876712328767,1.8356164383561644,24,3,24,"[N:T2,0,[], N:T5,18.0,[]]",bfs
erdos-renyi,25,1,18.0,0.12857142857142856,2.0,24,4,24,"[N:T0,0,[], N:T4,18.0,[]]",bfs
erdos-renyi,25,1,18.0,0.13636363636363635,1.7121212121212122,24,3,24,"[N:T2,0,[], N:T4,18.0,[]]",bfs
erdos-renyi,25,1,30.0,0.15625,1.53125,24,3,24,"[N:T2,0,[], N:T6,30.0,[]]",bfs
erdos-renyi,25,1,16.0,0.20512820512820512,2.0,24,3,24,"[N:T4,0,[], N:T7,16.0,[]]",bfs
erdos-renyi,25,2,34.0,0.14285714285714285,1.5630252100840336,24,5,24,"[N:T17,0,[], N:T18,34.0,[]]",bfs
erdos-renyi,25,2,36.0,0.12949640287769784,1.6906474820143884,24,6,24,"[N:T22,0,[], N:T16,36.0,[]]",bfs
erdos-renyi,25,2,18.0,0.1111111111111111,1.654320987654321,24,4,24,"[N:T3,0,[], N:T22,18.0,[]]",bfs
erdos-renyi,25,2,32.0,0.16161616161616163,1.6262626262626263,24,3,24,"[N:T14,0,[], N:T16,32.0,[]]",bfs
erdos-renyi,25,2,18.0,0.08490566037735849,1.3679245283018868,24,6,24,"[N:T0,0,[], N:T2,18.0,[]]",bfs
erdos-renyi,25,3,32.0,0.07729468599033816,1.4879227053140096,24,6,24,"[N:T9,0,[], N:T13,32.0,[]]",bfs
erdos-renyi,25,3,28.0,0.07216494845360824,1.3608247422680413,24,5,24,"[N:T10,0,[], N:T23,28.0,[]]",bfs
erdos-renyi,25,3,32.0,0.08290155440414508,1.6528497409326426,24,7,24,"[N:T6,0,[], N:T14,32.0,[]]",bfs
erdos-renyi,25,3,28.0,0.09210526315789473,1.394736842105263,24,5,24,"[N:T0,0,[], N:T3,28.0,[]]",bfs
erdos-renyi,25,3,22.0,0.08870967741935484,1.5725806451612903,24,5,24,"[N:T7,0,[], N:T9,22.0,[]]",bfs
erdos-renyi,25,4,36.0,0.07346938775510205,1.5387755102040817,24,7,24,"[N:T12,0,[], N:T5,36.0,[]]",bfs
erdos-renyi,25,4,30.0,0.06276150627615062,1.6317991631799162,24,10,24,"[N:T17,0,[], N:T18,30.0,[]]",bfs
erdos-renyi,25,4,30.0,0.08196721311475409,1.5027322404371584,24,6,24,"[N:T5,0,[], N:T1,30.0,[]]",bfs
erdos-renyi,25,4,36.0,0.057692307692307696,1.4262820512820513,24,9,24,"[N:T24,0,[], N:T23,36.0,[]]",bfs
erdos-renyi,25,4,34.0,0.06028368794326241,1.3085106382978724,24,7,24,"[N:T11,0,[], N:T13,34.0,[]]",bfs
erdos-renyi,25,5,32.0,0.047058823529411764,1.3705882352941177,24,9,24,"[N:T11,0,[], N:T22,32.0,[]]",bfs
erdos-renyi,25,5,34.0,0.04657534246575343,1.326027397260274,24,8,24,"[N:T7,0,[], N:T15,34.0,[]]",bfs
