graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,max_delta,dan,most_congested_route,max_route_len,type
barabasi-albert,25,4,18.0,0.022222222222222223,1.3407407407407408,24,12,24,"[T5 W: 0, T24 W: 18.0]",1,original
barabasi-albert,25,4,18.0,0.02054794520547945,1.3470319634703196,24,12,24,"[T5 W: 0, T22 W: 18.0]",1,original
barabasi-albert,25,4,18.0,0.021739130434782608,1.4009661835748792,24,10,24,"[T15 W: 0, T24 W: 18.0]",1,original
barabasi-albert,25,4,18.0,0.02112676056338028,1.4225352112676057,24,11,24,"[T9 W: 0, T22 W: 18.0]",1,original
barabasi-albert,25,5,18.0,0.018633540372670808,1.3892339544513457,24,12,24,"[T10 W: 0, T1 W: 18.0]",1,original
barabasi-albert,25,5,18.0,0.01764705882352941,1.4039215686274509,24,12,24,"[T5 W: 0, T3 W: 18.0]",1,original
barabasi-albert,25,5,18.0,0.01910828025477707,1.3821656050955413,24,12,24,"[T2 W: 0, T22 W: 18.0]",1,original
barabasi-albert,25,5,18.0,0.019955654101995565,1.3991130820399114,24,11,24,"[T0 W: 0, T15 W: 18.0]",1,original
barabasi-albert,25,5,18.0,0.017716535433070866,1.3779527559055118,24,12,24,"[T10 W: 0, T0 W: 18.0]",1,original
barabasi-albert,25,6,18.0,0.015517241379310345,1.3862068965517242,24,13,24,"[T6 W: 0, T20 W: 18.0]",1,original
barabasi-albert,25,6,18.0,0.015901060070671377,1.3975265017667844,24,13,24,"[T0 W: 0, T18 W: 18.0]",1,original
barabasi-albert,25,6,18.0,0.01437699680511182,1.378594249201278,24,13,24,"[T7 W: 0, T17 W: 18.0]",1,original
barabasi-albert,25,6,18.0,0.016483516483516484,1.3443223443223444,24,13,24,"[T1 W: 0, T24 W: 18.0]",1,original
barabasi-albert,25,6,18.0,0.015151515151515152,1.3905723905723906,24,13,24,"[T7 W: 0, T1 W: 18.0]",1,original
barabasi-albert,25,7,18.0,0.014263074484944533,1.312202852614897,24,14,24,"[T7 W: 0, T1 W: 18.0]",1,original
barabasi-albert,25,7,16.0,0.01282051282051282,1.375,24,13,24,"[T0 W: 0, T12 W: 16.0]",1,original
barabasi-albert,25,7,18.0,0.0141287284144427,1.3437990580847723,24,13,24,"[T12 W: 0, T20 W: 18.0]",1,original
barabasi-albert,25,7,18.0,0.01355421686746988,1.3237951807228916,24,14,24,"[T2 W: 0, T16 W: 18.0]",1,original
barabasi-albert,25,7,18.0,0.015100671140939598,1.3691275167785235,24,14,24,"[T9 W: 0, T0 W: 18.0]",1,original
barabasi-albert,25,8,18.0,0.012968299711815562,1.3530259365994237,24,14,24,"[T10 W: 0, T19 W: 18.0]",1,original
barabasi-albert,25,8,18.0,0.01347305389221557,1.3697604790419162,24,14,24,"[T10 W: 0, T21 W: 18.0]",1,original
barabasi-albert,25,8,18.0,0.013761467889908258,1.3608562691131498,24,14,24,"[T16 W: 0, T2 W: 18.0]",1,original
barabasi-albert,25,8,18.0,0.012448132780082987,1.3443983402489628,24,14,24,"[T9 W: 0, T5 W: 18.0]",1,original
barabasi-albert,25,8,18.0,0.01308139534883721,1.3662790697674418,24,14,24,"[T9 W: 0, T0 W: 18.0]",1,original
barabasi-albert,25,9,18.0,0.012482662968099861,1.3300970873786409,24,14,24,"[T11 W: 0, T0 W: 18.0]",1,original
barabasi-albert,25,9,18.0,0.01267605633802817,1.3338028169014085,24,15,24,"[T14 W: 0, T0 W: 18.0]",1,original
barabasi-albert,25,9,18.0,0.013595166163141994,1.3882175226586102,24,15,24,"[T10 W: 0, T19 W: 18.0]",1,original
barabasi-albert,25,9,18.0,0.012345679012345678,1.3786008230452675,24,14,24,"[T17 W: 0, T3 W: 18.0]",1,original
barabasi-albert,25,9,18.0,0.012345679012345678,1.3443072702331962,24,14,24,"[T14 W: 0, T0 W: 18.0]",1,original
barabasi-albert,25,10,18.0,0.01195219123505976,1.342629482071713,24,14,24,"[T12 W: 0, T1 W: 18.0]",1,original
barabasi-albert,25,10,18.0,0.012587412587412588,1.3706293706293706,24,14,24,"[T10 W: 0, T4 W: 18.0]",1,original
barabasi-albert,25,10,17.0,0.010638297872340425,1.3266583229036295,24,15,24,"[T17 W: 0, T0 W: 17.0]",1,original
barabasi-albert,25,10,18.0,0.012552301255230125,1.3347280334728033,24,14,24,"[T15 W: 0, T6 W: 18.0]",1,original
barabasi-albert,25,10,18.0,0.011734028683181226,1.3741851368970013,24,15,24,"[T11 W: 0, T0 W: 18.0]",1,original
barabasi-albert,25,1,18.0,0.0743801652892562,1.4958677685950412,48,9,48,"[T2 W: 0, T11 W: 18.0]",1,original
barabasi-albert,25,1,18.0,0.0743801652892562,1.4049586776859504,48,7,48,"[T0 W: 0, T16 W: 18.0]",1,original
barabasi-albert,25,1,18.0,0.09278350515463918,1.4329896907216495,48,10,48,"[T5 W: 0, T17 W: 18.0]",1,original
barabasi-albert,25,1,18.0,0.07563025210084033,1.4453781512605042,48,6,48,"[T2 W: 0, T23 W: 18.0]",1,original
barabasi-albert,25,1,14.0,0.06422018348623854,1.4495412844036697,48,10,48,"[T5 W: 0, T13 W: 14.0]",1,original
