graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,max_delta,dan,most_congested_route,max_route_len,type
star,25,9,54.0,0.031322505800464036,1.5672853828306264,10,15,10,"[T21 W: 0, T8 W: 15.0, T23 W: 13.0]",2,egobalance
star,25,9,42.0,0.023890784982935155,1.5392491467576792,10,15,10,"[T7 W: 0, T15 W: 14.0, T18 W: 14.0]",2,egobalance
star,25,10,61.0,0.02921455938697318,1.539272030651341,10,14,10,"[T21 W: 0, T20 W: 16.0, T18 W: 8.0]",2,egobalance
star,25,10,47.0,0.023930753564154784,1.5692464358452138,10,16,10,"[T24 W: 0, T18 W: 14.0, T17 W: 13.0]",2,egobalance
star,25,10,43.0,0.02143569292123629,1.469591226321037,10,16,10,"[T23 W: 0, T22 W: 11.0, T24 W: 16.0]",2,egobalance
star,25,10,49.0,0.02576235541535226,1.5331230283911672,10,15,10,"[T12 W: 0, T19 W: 14.0, T5 W: 10.0]",2,egobalance
star,25,10,52.0,0.026694045174537988,1.604722792607803,10,17,10,"[T8 W: 0, T21 W: 13.0, T10 W: 13.0]",2,egobalance
star,25,1,18.0,0.07964601769911504,1.5221238938053097,16,11,16,"[T16 W: 0, T18 W: 18.0]",2,egobalance
star,25,1,19.0,0.076,1.408,16,12,16,"[T20 W: 0, T11 W: 13.0]",1,egobalance
star,25,1,18.0,0.06666666666666667,1.4222222222222223,16,13,16,"[T2 W: 0, T22 W: 18.0]",1,egobalance
star,25,1,17.0,0.07456140350877193,1.4736842105263157,16,12,16,"[T11 W: 0, T21 W: 17.0]",2,egobalance
star,25,1,33.0,0.12313432835820895,1.5820895522388059,16,12,16,"[T14 W: 0, T18 W: 9.0, T21 W: 12.0]",2,egobalance
star,25,2,28.0,0.059574468085106386,1.5063829787234042,16,13,16,"[T9 W: 0, T19 W: 10.0, T14 W: 9.0]",2,egobalance
star,25,2,16.0,0.03389830508474576,1.3898305084745763,16,13,16,"[T0 W: 0, T24 W: 16.0]",1,egobalance
star,25,2,16.0,0.03404255319148936,1.3914893617021276,16,13,16,"[T0 W: 0, T19 W: 16.0]",1,egobalance
star,25,2,33.0,0.07021276595744681,1.5574468085106383,16,12,16,"[T17 W: 0, T11 W: 9.0, T15 W: 12.0]",2,egobalance
star,25,2,41.0,0.08874458874458875,1.4935064935064934,16,13,16,"[T9 W: 0, T18 W: 19.0, T11 W: 11.0]",2,egobalance
star,25,3,30.0,0.04143646408839779,1.477900552486188,16,13,16,"[T21 W: 0, T22 W: 12.0, T17 W: 9.0]",2,egobalance
star,25,3,29.0,0.04264705882352941,1.4911764705882353,16,13,16,"[T11 W: 0, T12 W: 11.0, T23 W: 9.0]",2,egobalance
star,25,3,22.0,0.03343465045592705,1.446808510638298,16,12,16,"[T16 W: 0, T14 W: 10.0, T9 W: 6.0]",2,egobalance
star,25,3,44.0,0.06358381502890173,1.546242774566474,16,12,16,"[T15 W: 0, T13 W: 10.0, T11 W: 17.0]",2,egobalance
star,25,3,28.0,0.040697674418604654,1.4709302325581395,16,13,16,"[T15 W: 0, T10 W: 14.0, T18 W: 7.0]",2,egobalance
star,25,4,30.0,0.0334075723830735,1.489977728285078,16,13,16,"[T14 W: 0, T17 W: 12.0, T18 W: 9.0]",2,egobalance
star,25,4,27.0,0.03253012048192771,1.5180722891566265,16,13,16,"[T16 W: 0, T13 W: 5.0, T22 W: 11.0]",2,egobalance
star,25,4,26.0,0.030805687203791468,1.514218009478673,16,13,16,"[T20 W: 0, T14 W: 6.0, T21 W: 10.0]",2,egobalance
star,25,4,40.0,0.046511627906976744,1.4604651162790698,16,13,16,"[T7 W: 0, T17 W: 14.0, T22 W: 13.0]",2,egobalance
star,25,4,28.0,0.03218390804597701,1.4229885057471265,16,13,16,"[T23 W: 0, T10 W: 8.0, T11 W: 10.0]",2,egobalance
star,25,5,25.0,0.0244140625,1.431640625,16,12,16,"[T9 W: 0, T15 W: 9.0, T14 W: 8.0]",2,egobalance
star,25,5,29.0,0.023052464228934817,1.4308426073131955,16,13,16,"[T8 W: 0, T16 W: 9.0, T12 W: 10.0]",2,egobalance
star,25,5,38.0,0.034926470588235295,1.4963235294117647,16,13,16,"[T5 W: 0, T16 W: 13.0, T17 W: 10.0]",2,egobalance
star,25,5,30.0,0.027472527472527472,1.413919413919414,16,13,16,"[T22 W: 0, T16 W: 8.0, T19 W: 11.0]",2,egobalance
star,25,5,28.0,0.025134649910233394,1.4614003590664273,16,13,16,"[T24 W: 0, T18 W: 12.0, T15 W: 8.0]",2,egobalance
star,25,6,35.0,0.02577319587628866,1.496318114874816,16,13,16,"[T10 W: 0, T15 W: 11.0, T19 W: 12.0]",2,egobalance
