graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,dan,most_congested_route,ratio
erdos-renyi,50,23,88.0,0.016936104695919937,0.985373364126251,10,10,"[T32 W: 0, T8 W: 18.0, T22 W: 5.0, T39 W: 18.0, T35 W: 0]",0.45
erdos-renyi,50,23,88.0,0.015658362989323844,1.044661921708185,10,10,"[T29 W: 0, T17 W: 9.0, T23 W: 6.0, T13 W: 1.0, T46 W: 9.0, T42 W: 0]",0.45
erdos-renyi,50,23,80.0,0.014199503017394392,1.0390486332978346,10,10,"[T11 W: 0, T22 W: 8.0, T42 W: 4.0, T22 W: 8.0, T32 W: 0]",0.45
erdos-renyi,50,23,79.0,0.014532744665194997,1.0163723325974983,10,10,"[T29 W: 0, T33 W: 7.0, T30 W: 6.0, T36 W: 7.0, T46 W: 0]",0.45
erdos-renyi,50,23,83.0,0.015490854796565883,1.2571855169839492,10,10,"[T35 W: 0, T47 W: 8.0, T46 W: 5.0, T47 W: 7.0, T42 W: 0]",0.45
erdos-renyi,50,13,24.0,0.007402837754472548,0.865206662553979,16,16,"[T20 W: 0, T49 W: 8.0, T23 W: 0]",0.25
erdos-renyi,50,13,30.0,0.009375,0.8496875,16,16,"[T21 W: 0, T42 W: 13.0, T22 W: 0]",0.25
erdos-renyi,50,13,34.0,0.011310711909514305,0.916833000665336,16,16,"[T33 W: 0, T44 W: 18.0, T45 W: 0]",0.25
erdos-renyi,50,13,35.0,0.011371020142949967,0.8219623131903834,16,16,"[T3 W: 0, T1 W: 18.0, T43 W: 0]",0.25
erdos-renyi,50,13,30.0,0.009316770186335404,0.8586956521739131,16,16,"[T13 W: 0, T32 W: 14.0, T39 W: 0]",0.25
erdos-renyi,50,17,42.0,0.010081613058089293,0.8835813730196832,16,16,"[T37 W: 0, T32 W: 14.0, T23 W: 4.0, T44 W: 0]",0.33
erdos-renyi,50,17,30.0,0.007530120481927711,0.8348393574297188,16,16,"[T6 W: 0, T37 W: 12.0, T11 W: 0]",0.33
erdos-renyi,50,17,39.0,0.008705357142857143,0.8839285714285714,16,16,"[T27 W: 0, T37 W: 10.0, T28 W: 5.0, T32 W: 0]",0.33
erdos-renyi,50,17,42.0,0.010248901903367497,0.8882381649585164,16,16,"[T31 W: 0, T40 W: 6.0, T22 W: 11.0, T46 W: 0]",0.33
erdos-renyi,50,17,36.0,0.008797653958944282,0.8448191593352884,16,16,"[T22 W: 0, T1 W: 11.0, T9 W: 11.0, T42 W: 0]",0.33
erdos-renyi,50,23,48.0,0.00837404047452896,1.0727494766224703,16,16,"[T8 W: 0, T9 W: 10.0, T25 W: 8.0, T26 W: 0]",0.45
erdos-renyi,50,23,51.0,0.009406123201770564,0.9852452969383991,16,16,"[T31 W: 0, T41 W: 9.0, T27 W: 3.0, T39 W: 0]",0.45
erdos-renyi,50,23,56.0,0.010071942446043165,1.0377697841726619,16,16,"[T7 W: 0, T0 W: 17.0, T26 W: 7.0, T13 W: 0]",0.45
erdos-renyi,50,23,54.0,0.010273972602739725,1.0034246575342465,16,16,"[T26 W: 0, T5 W: 16.0, T35 W: 13.0, T45 W: 0]",0.45
erdos-renyi,50,23,54.0,0.009821753364859949,0.9476173153874136,16,16,"[T16 W: 0, T18 W: 15.0, T24 W: 15.0, T27 W: 0]",0.45
erdos-renyi,50,13,27.0,0.00811298076923077,0.8891225961538461,24,24,"[T3 W: 0, T27 W: 9.0, T30 W: 0]",0.25
erdos-renyi,50,13,25.0,0.0074850299401197605,0.9616766467065868,24,24,"[T20 W: 0, T43 W: 14.0, T29 W: 0]",0.25
erdos-renyi,50,13,26.0,0.008491182233834096,0.787393860222077,24,24,"[T17 W: 0, T19 W: 9.0, T42 W: 0]",0.25
erdos-renyi,50,13,30.0,0.008976660682226212,0.8515858767205267,24,24,"[T4 W: 0, T26 W: 16.0, T10 W: 0]",0.25
erdos-renyi,50,13,28.0,0.00902061855670103,0.8489046391752577,24,24,"[T28 W: 0, T34 W: 13.0, T29 W: 0]",0.25
erdos-renyi,50,17,26.0,0.006445215666831929,0.9293505205751116,24,24,"[T7 W: 0, T1 W: 17.0, T35 W: 0]",0.33
erdos-renyi,50,17,28.0,0.006433823529411764,0.8724724264705882,24,24,"[T21 W: 0, T41 W: 16.0, T27 W: 0]",0.33
erdos-renyi,50,17,30.0,0.007407407407407408,0.7814814814814814,24,24,"[T13 W: 0, T39 W: 12.0, T14 W: 0]",0.33
erdos-renyi,50,17,30.0,0.007242877836793819,0.8237566393046837,24,24,"[T14 W: 0, T13 W: 16.0, T20 W: 0]",0.33
erdos-renyi,50,17,31.0,0.007416267942583732,0.8399521531100479,24,24,"[T17 W: 0, T12 W: 16.0, T46 W: 0]",0.33
erdos-renyi,50,23,31.0,0.005553565030455034,0.906843425295593,24,24,"[T3 W: 0, T7 W: 15.0, T8 W: 0]",0.45
erdos-renyi,50,23,35.0,0.0056634304207119745,1.0245954692556634,24,24,"[T2 W: 0, T0 W: 18.0, T3 W: 0]",0.45
erdos-renyi,50,23,32.0,0.0059193488716241215,0.8703292637809841,24,24,"[T31 W: 0, T28 W: 16.0, T33 W: 0]",0.45
erdos-renyi,50,23,48.0,0.008368200836820083,1.0618898186889818,24,24,"[T10 W: 0, T42 W: 15.0, T22 W: 9.0, T36 W: 0]",0.45
erdos-renyi,50,23,28.0,0.005128205128205128,0.9518315018315018,24,24,"[T2 W: 0, T27 W: 16.0, T7 W: 0]",0.45
erdos-renyi,50,13,26.0,0.008795669824086604,0.8731393775372125,48,48,"[T23 W: 0, T6 W: 9.0, T33 W: 0]",0.25
erdos-renyi,50,13,36.0,0.011976047904191617,0.8333333333333334,48,48,"[T40 W: 0, T7 W: 18.0, T45 W: 0]",0.25
erdos-renyi,50,13,27.0,0.008231707317073171,0.8152439024390243,48,48,"[T32 W: 0, T46 W: 9.0, T37 W: 0]",0.25
erdos-renyi,50,13,25.0,0.007866582756450597,0.9106356198867213,48,48,"[T2 W: 0, T43 W: 8.0, T37 W: 0]",0.25
erdos-renyi,50,13,36.0,0.011457670273711012,0.8535964353914705,48,48,"[T14 W: 0, T15 W: 18.0, T27 W: 0]",0.25
erdos-renyi,50,17,28.0,0.006219458018658374,0.9653487338960463,48,48,"[T10 W: 0, T5 W: 16.0, T18 W: 0]",0.33
erdos-renyi,50,17,34.0,0.007826887661141806,0.8984806629834254,48,48,"[T8 W: 0, T44 W: 16.0, T37 W: 0]",0.33
erdos-renyi,50,17,31.0,0.007601765571358509,0.9112309955860716,48,48,"[T47 W: 0, T2 W: 13.0, T49 W: 0]",0.33
erdos-renyi,50,17,30.0,0.00740009866798224,0.8956586087814504,48,48,"[T6 W: 0, T9 W: 13.0, T45 W: 0]",0.33
erdos-renyi,50,17,34.0,0.007727272727272728,0.8904545454545455,48,48,"[T3 W: 0, T6 W: 18.0, T25 W: 0]",0.33
erdos-renyi,50,23,30.0,0.005188516084399862,0.9446558284330682,48,48,"[T12 W: 0, T34 W: 14.0, T45 W: 0]",0.45
erdos-renyi,50,23,29.0,0.005323054331864904,0.9052863436123348,48,48,"[T1 W: 0, T29 W: 18.0, T7 W: 0]",0.45
erdos-renyi,50,23,31.0,0.005959246443675509,1.0647827758554402,48,48,"[T33 W: 0, T40 W: 15.0, T48 W: 0]",0.45
erdos-renyi,50,23,32.0,0.00562390158172232,0.9270650263620387,48,48,"[T9 W: 0, T48 W: 15.0, T10 W: 0]",0.45
erdos-renyi,50,23,30.0,0.005468465184104995,0.9766678818811521,48,48,"[T15 W: 0, T11 W: 15.0, T20 W: 0]",0.45
erdos-renyi,75,19,64.0,0.009054895302773062,0.9646293152235428,10,10,"[T15 W: 0, T49 W: 9.0, T28 W: 18.0, T50 W: 0]",0.25
erdos-renyi,75,19,65.0,0.008874931731294375,0.9698252321135992,10,10,"[T19 W: 0, T6 W: 18.0, T56 W: 3.0, T62 W: 9.0, T74 W: 0]",0.25
erdos-renyi,75,19,72.0,0.010885999395222256,0.9277290595706078,10,10,"[T7 W: 0, T66 W: 5.0, T61 W: 4.0, T66 W: 7.0, T20 W: 0]",0.25
erdos-renyi,75,19,61.0,0.008832898928468,0.9286128004633651,10,10,"[T25 W: 0, T37 W: 16.0, T47 W: 2.0, T60 W: 16.0, T66 W: 0]",0.25
erdos-renyi,75,19,71.0,0.009489441325848703,0.9743384121892542,10,10,"[T43 W: 0, T57 W: 16.0, T33 W: 6.0, T44 W: 14.0, T63 W: 0]",0.25
erdos-renyi,75,25,103.0,0.010906395595086828,1.0667090216010164,10,10,"[T11 W: 0, T58 W: 16.0, T44 W: 6.0, T8 W: 4.0, T74 W: 18.0, T56 W: 0]",0.33
erdos-renyi,75,25,89.0,0.009756632317474237,1.0473580355185266,10,10,"[T67 W: 0, T7 W: 14.0, T74 W: 6.0, T30 W: 8.0, T70 W: 0]",0.33
erdos-renyi,75,25,82.0,0.009284420289855072,1.0307971014492754,10,10,"[T47 W: 0, T44 W: 16.0, T52 W: 4.0, T50 W: 18.0, T67 W: 0]",0.33
erdos-renyi,75,25,94.0,0.009859450388084749,1.0166771554436753,10,10,"[T0 W: 0, T2 W: 16.0, T55 W: 7.0, T62 W: 7.0, T26 W: 0]",0.33
erdos-renyi,75,25,106.0,0.011447084233261339,1.0825053995680345,10,10,"[T34 W: 0, T8 W: 12.0, T29 W: 12.0, T8 W: 16.0, T69 W: 0]",0.33
erdos-renyi,75,34,134.0,0.010780370072405471,1.2488334674175383,10,10,"[T7 W: 0, T3 W: 9.0, T18 W: 5.0, T3 W: 12.0, T11 W: 0]",0.45
erdos-renyi,75,34,149.0,0.012113821138211382,1.3943089430894309,10,10,"[T41 W: 0, T64 W: 18.0, T45 W: 6.0, T7 W: 1.0, T45 W: 16.0, T73 W: 0]",0.45
erdos-renyi,75,34,132.0,0.01028999064546305,1.2984097287184284,10,10,"[T63 W: 0, T59 W: 14.0, T15 W: 5.0, T58 W: 4.0, T47 W: 6.0, T39 W: 8.0, T68 W: 0]",0.45
erdos-renyi,75,34,140.0,0.011098779134295227,1.2569367369589346,10,10,"[T6 W: 0, T72 W: 9.0, T52 W: 6.0, T10 W: 3.0, T9 W: 17.0, T24 W: 0]",0.45
erdos-renyi,75,34,159.0,0.01282878812328546,1.1592706148136196,10,10,"[T25 W: 0, T21 W: 16.0, T54 W: 6.0, T58 W: 1.0, T54 W: 1.0, T22 W: 16.0, T53 W: 0]",0.45
erdos-renyi,75,19,42.0,0.005598507064782724,0.9154892028792322,16,16,"[T0 W: 0, T62 W: 8.0, T46 W: 4.0, T59 W: 6.0, T73 W: 0]",0.25
erdos-renyi,75,19,37.0,0.005662687480869299,0.911233547597184,16,16,"[T41 W: 0, T60 W: 11.0, T2 W: 6.0, T43 W: 0]",0.25
erdos-renyi,75,19,62.0,0.008360302049622438,0.8685275080906149,16,16,"[T37 W: 0, T49 W: 18.0, T24 W: 12.0, T50 W: 0]",0.25
erdos-renyi,75,19,41.0,0.0058823529411764705,0.8375896700143473,16,16,"[T9 W: 0, T62 W: 6.0, T24 W: 10.0, T54 W: 0]",0.25
erdos-renyi,75,19,50.0,0.0073964497041420114,0.8263313609467455,16,16,"[T47 W: 0, T65 W: 15.0, T4 W: 9.0, T50 W: 0]",0.25
erdos-renyi,75,25,75.0,0.007909723686985868,0.998523518245096,16,16,"[T10 W: 0, T62 W: 10.0, T23 W: 8.0, T21 W: 14.0, T19 W: 0]",0.33
erdos-renyi,75,25,72.0,0.007278608976951072,0.9326728669632026,16,16,"[T62 W: 0, T48 W: 4.0, T50 W: 4.0, T48 W: 14.0, T63 W: 0]",0.33
erdos-renyi,75,25,52.0,0.005747126436781609,0.9239610963748894,16,16,"[T29 W: 0, T59 W: 16.0, T53 W: 12.0, T62 W: 0]",0.33
erdos-renyi,75,25,69.0,0.007873117298037425,0.9241214057507987,16,16,"[T15 W: 0, T7 W: 10.0, T44 W: 14.0, T40 W: 0]",0.33
erdos-renyi,75,25,56.0,0.00598035027765912,0.9153139683895771,16,16,"[T37 W: 0, T8 W: 10.0, T56 W: 6.0, T38 W: 15.0, T41 W: 0]",0.33
erdos-renyi,75,34,77.0,0.005911254414248426,1.0553508367879625,16,16,"[T1 W: 0, T62 W: 12.0, T30 W: 5.0, T40 W: 16.0, T19 W: 0]",0.45
erdos-renyi,75,34,114.0,0.008801729462631254,1.0636967263743051,16,16,"[T22 W: 0, T20 W: 14.0, T69 W: 13.0, T51 W: 11.0, T72 W: 0]",0.45
erdos-renyi,75,34,89.0,0.007063492063492063,1.0171428571428571,16,16,"[T22 W: 0, T9 W: 14.0, T73 W: 7.0, T9 W: 9.0, T32 W: 0]",0.45
erdos-renyi,75,34,78.0,0.006478405315614618,1.0861295681063123,16,16,"[T33 W: 0, T40 W: 8.0, T14 W: 18.0, T34 W: 0]",0.45
erdos-renyi,75,34,94.0,0.007452037418741082,1.1507055652449658,16,16,"[T39 W: 0, T70 W: 7.0, T37 W: 9.0, T32 W: 18.0, T54 W: 0]",0.45
erdos-renyi,75,19,36.0,0.005060444194545966,0.8696935619904413,24,24,"[T33 W: 0, T48 W: 16.0, T72 W: 2.0, T50 W: 0]",0.25
erdos-renyi,75,19,30.0,0.004205214465937763,0.8254835996635829,24,24,"[T9 W: 0, T26 W: 16.0, T30 W: 0]",0.25
erdos-renyi,75,19,39.0,0.005708430913348946,0.9004683840749415,24,24,"[T10 W: 0, T67 W: 9.0, T32 W: 6.0, T17 W: 0]",0.25
erdos-renyi,75,19,30.0,0.004040948275862069,0.8440193965517241,24,24,"[T14 W: 0, T67 W: 12.0, T62 W: 0]",0.25
erdos-renyi,75,19,30.0,0.00421822272215973,0.8533464566929134,24,24,"[T14 W: 0, T55 W: 17.0, T69 W: 0]",0.25
erdos-renyi,75,25,43.0,0.0045406546990496306,0.917740232312566,24,24,"[T2 W: 0, T55 W: 9.0, T30 W: 10.0, T10 W: 0]",0.33
erdos-renyi,75,25,36.0,0.0039937874417572666,0.8544486354559574,24,24,"[T25 W: 0, T63 W: 13.0, T39 W: 5.0, T62 W: 0]",0.33
erdos-renyi,75,25,36.0,0.003866809881847476,0.9236305048335124,24,24,"[T15 W: 0, T9 W: 8.0, T50 W: 10.0, T24 W: 0]",0.33
erdos-renyi,75,25,39.0,0.004228100607111882,0.9153295750216826,24,24,"[T12 W: 0, T69 W: 15.0, T54 W: 4.0, T28 W: 0]",0.33
erdos-renyi,75,25,37.0,0.0037871033776867963,1.0019447287615149,24,24,"[T50 W: 0, T34 W: 7.0, T66 W: 10.0, T74 W: 0]",0.33
erdos-renyi,75,34,56.0,0.004249506753680376,0.9898315374108363,24,24,"[T35 W: 0, T37 W: 17.0, T12 W: 10.0, T70 W: 0]",0.45
erdos-renyi,75,34,60.0,0.004713275726630008,0.958051846032993,24,24,"[T30 W: 0, T47 W: 9.0, T45 W: 8.0, T35 W: 0]",0.45
erdos-renyi,75,34,60.0,0.004512635379061372,1.0060168471720818,24,24,"[T10 W: 0, T60 W: 12.0, T47 W: 1.0, T39 W: 11.0, T33 W: 0]",0.45
erdos-renyi,75,34,55.0,0.004337539432176656,1.0608044164037855,24,24,"[T40 W: 0, T71 W: 9.0, T26 W: 3.0, T7 W: 10.0, T69 W: 0]",0.45
erdos-renyi,75,34,52.0,0.004117833386126069,0.9693538169147925,24,24,"[T1 W: 0, T63 W: 11.0, T62 W: 12.0, T53 W: 0]",0.45
erdos-renyi,75,19,32.0,0.004664723032069971,0.8580174927113703,48,48,"[T34 W: 0, T20 W: 16.0, T35 W: 0]",0.25
erdos-renyi,75,19,28.0,0.004204204204204204,0.8478978978978979,48,48,"[T7 W: 0, T74 W: 12.0, T35 W: 0]",0.25
erdos-renyi,75,19,33.0,0.004800698283386674,0.8532150130928134,48,48,"[T4 W: 0, T74 W: 17.0, T50 W: 0]",0.25
erdos-renyi,75,19,31.0,0.004441260744985674,0.8722063037249284,48,48,"[T15 W: 0, T7 W: 17.0, T39 W: 0]",0.25
erdos-renyi,75,19,28.0,0.0038684719535783366,0.8534125449019067,48,48,"[T22 W: 0, T37 W: 15.0, T48 W: 0]",0.25
erdos-renyi,75,25,29.0,0.0031987646150452237,0.8788881535407015,48,48,"[T34 W: 0, T53 W: 14.0, T49 W: 0]",0.33
erdos-renyi,75,25,28.0,0.0031645569620253164,0.877373417721519,48,48,"[T6 W: 0, T23 W: 14.0, T44 W: 0]",0.33
erdos-renyi,75,25,34.0,0.0036804503139207623,0.8339467417189868,48,48,"[T35 W: 0, T62 W: 17.0, T55 W: 0]",0.33
erdos-renyi,75,25,35.0,0.0036888701517706576,1.0154932546374367,48,48,"[T7 W: 0, T8 W: 17.0, T19 W: 0]",0.33
erdos-renyi,75,25,31.0,0.0033405172413793105,0.8788793103448276,48,48,"[T2 W: 0, T39 W: 14.0, T47 W: 0]",0.33
erdos-renyi,75,34,34.0,0.0027655767040832926,0.9090613307304376,48,48,"[T58 W: 0, T2 W: 16.0, T72 W: 0]",0.45
erdos-renyi,75,34,36.0,0.0028120606155288236,0.9484455553819716,48,48,"[T22 W: 0, T65 W: 18.0, T69 W: 0]",0.45
erdos-renyi,75,34,35.0,0.0028212155408673225,0.8922295663388683,48,48,"[T20 W: 0, T73 W: 18.0, T51 W: 0]",0.45
erdos-renyi,75,34,33.0,0.002543940795559667,0.9717853839037928,48,48,"[T14 W: 0, T60 W: 16.0, T65 W: 0]",0.45
erdos-renyi,75,34,33.0,0.0025984251968503938,1.0115748031496063,48,48,"[T29 W: 0, T74 W: 16.0, T45 W: 0]",0.45
erdos-renyi,100,25,82.0,0.006858481097356975,1.1197724991635998,10,10,"[T11 W: 0, T18 W: 14.0, T77 W: 2.0, T97 W: 18.0, T74 W: 0]",0.25
erdos-renyi,100,25,100.0,0.008030838419530999,0.9906039190491487,10,10,"[T7 W: 0, T0 W: 7.0, T46 W: 6.0, T0 W: 16.0, T61 W: 0]",0.25
erdos-renyi,100,25,88.0,0.006968641114982578,0.9935856826100729,10,10,"[T51 W: 0, T19 W: 16.0, T42 W: 9.0, T47 W: 16.0, T97 W: 0]",0.25
erdos-renyi,100,25,83.0,0.006876553438276719,1.0293289146644573,10,10,"[T2 W: 0, T54 W: 14.0, T45 W: 7.0, T69 W: 14.0, T83 W: 0]",0.25
erdos-renyi,100,25,100.0,0.008034709946970914,1.0100433874337136,10,10,"[T36 W: 0, T52 W: 8.0, T2 W: 12.0, T39 W: 12.0, T48 W: 0]",0.25
erdos-renyi,100,33,143.0,0.00870995249116823,1.1530637105615789,10,10,"[T1 W: 0, T36 W: 16.0, T88 W: 3.0, T7 W: 12.0, T76 W: 8.0, T42 W: 0]",0.33
erdos-renyi,100,33,125.0,0.007952665733553887,1.0669296348135895,10,10,"[T14 W: 0, T61 W: 16.0, T82 W: 6.0, T60 W: 5.0, T7 W: 14.0, T95 W: 0]",0.33
erdos-renyi,100,33,119.0,0.007487102051088461,1.045111362778407,10,10,"[T57 W: 0, T3 W: 12.0, T82 W: 8.0, T56 W: 1.0, T1 W: 10.0, T3 W: 14.0, T70 W: 0]",0.33
erdos-renyi,100,33,138.0,0.008157956963821234,1.0721210688105935,10,10,"[T11 W: 0, T47 W: 18.0, T23 W: 8.0, T39 W: 1.0, T85 W: 9.0, T81 W: 0]",0.33
erdos-renyi,100,33,125.0,0.007460904858541244,1.101468306076161,10,10,"[T53 W: 0, T98 W: 18.0, T94 W: 4.0, T22 W: 2.0, T45 W: 12.0, T75 W: 15.0, T65 W: 0]",0.33
erdos-renyi,100,45,205.0,0.009132216678545973,1.2371258018531717,10,10,"[T4 W: 0, T31 W: 14.0, T70 W: 11.0, T88 W: 7.0, T95 W: 9.0, T91 W: 0]",0.45
erdos-renyi,100,45,181.0,0.008271638789872955,1.1632848916918015,10,10,"[T69 W: 0, T58 W: 18.0, T67 W: 8.0, T89 W: 5.0, T20 W: 13.0, T86 W: 9.0, T92 W: 0]",0.45
erdos-renyi,100,45,205.0,0.008872154418765689,1.213754003289189,10,10,"[T73 W: 0, T47 W: 7.0, T19 W: 7.0, T8 W: 4.0, T19 W: 9.0, T75 W: 0]",0.45
erdos-renyi,100,45,188.0,0.008526850507982584,1.1511701741654572,10,10,"[T75 W: 0, T37 W: 18.0, T15 W: 12.0, T35 W: 6.0, T22 W: 14.0, T88 W: 0]",0.45
erdos-renyi,100,45,195.0,0.008622214361513973,1.345551821719137,10,10,"[T5 W: 0, T37 W: 11.0, T89 W: 10.0, T38 W: 12.0, T20 W: 9.0, T8 W: 0]",0.45
erdos-renyi,100,25,71.0,0.005574748743718593,0.8948649497487438,16,16,"[T75 W: 0, T13 W: 12.0, T88 W: 6.0, T13 W: 14.0, T86 W: 0]",0.25
erdos-renyi,100,25,58.0,0.004788639365918098,0.9341149273447821,16,16,"[T81 W: 0, T36 W: 5.0, T50 W: 5.0, T4 W: 16.0, T96 W: 0]",0.25
erdos-renyi,100,25,57.0,0.004694449019930819,0.8939219239005106,16,16,"[T34 W: 0, T57 W: 5.0, T63 W: 4.0, T24 W: 10.0, T67 W: 0]",0.25
erdos-renyi,100,25,62.0,0.004811423250038802,0.926819804438926,16,16,"[T60 W: 0, T0 W: 10.0, T80 W: 4.0, T0 W: 10.0, T71 W: 0]",0.25
erdos-renyi,100,25,55.0,0.004590218661325321,0.8767317643131364,16,16,"[T35 W: 0, T63 W: 14.0, T28 W: 14.0, T79 W: 0]",0.25
erdos-renyi,100,33,76.0,0.00468557336621455,0.9588779284833538,16,16,"[T52 W: 0, T96 W: 13.0, T66 W: 12.0, T83 W: 0]",0.33
erdos-renyi,100,33,85.0,0.005116167087998074,0.9974720115565185,16,16,"[T8 W: 0, T66 W: 16.0, T78 W: 5.0, T0 W: 12.0, T29 W: 0]",0.33
erdos-renyi,100,33,84.0,0.005076142131979695,1.1058738216098623,16,16,"[T1 W: 0, T69 W: 16.0, T55 W: 16.0, T30 W: 0]",0.33
erdos-renyi,100,33,80.0,0.004984423676012461,0.9413084112149532,16,16,"[T50 W: 0, T32 W: 12.0, T98 W: 10.0, T25 W: 14.0, T76 W: 0]",0.33
erdos-renyi,100,33,73.0,0.00446319393494742,1.0390070921985815,16,16,"[T34 W: 0, T15 W: 15.0, T59 W: 7.0, T47 W: 12.0, T88 W: 0]",0.33
erdos-renyi,100,45,110.0,0.0048060118839566585,1.1568507514854947,16,16,"[T15 W: 0, T37 W: 13.0, T44 W: 11.0, T34 W: 8.0, T63 W: 0]",0.45
erdos-renyi,100,45,114.0,0.005025125628140704,1.0876752181962444,16,16,"[T24 W: 0, T68 W: 14.0, T81 W: 1.0, T68 W: 9.0, T84 W: 0]",0.45
erdos-renyi,100,45,116.0,0.005149147727272727,1.0536665482954546,16,16,"[T84 W: 0, T9 W: 7.0, T91 W: 12.0, T83 W: 2.0, T7 W: 12.0, T98 W: 0]",0.45
erdos-renyi,100,45,134.0,0.005897368189419945,1.1535956341871314,16,16,"[T16 W: 0, T23 W: 13.0, T25 W: 7.0, T23 W: 18.0, T71 W: 0]",0.45
erdos-renyi,100,45,111.0,0.004882125263898663,1.073319845179451,16,16,"[T24 W: 0, T52 W: 14.0, T7 W: 3.0, T46 W: 1.0, T71 W: 4.0, T14 W: 8.0, T72 W: 0]",0.45
erdos-renyi,100,25,29.0,0.00237354722540514,0.8209199541659846,24,24,"[T5 W: 0, T43 W: 4.0, T20 W: 4.0, T97 W: 0]",0.25
erdos-renyi,100,25,47.0,0.003700204692174461,0.8281373012124075,24,24,"[T3 W: 0, T35 W: 9.0, T11 W: 9.0, T15 W: 0]",0.25
erdos-renyi,100,25,41.0,0.0033209136562449377,0.7981532480155515,24,24,"[T4 W: 0, T59 W: 14.0, T19 W: 2.0, T9 W: 0]",0.25
erdos-renyi,100,25,38.0,0.003043896187119513,0.8031079782121116,24,24,"[T62 W: 0, T26 W: 14.0, T74 W: 6.0, T75 W: 0]",0.25
erdos-renyi,100,25,48.0,0.003811338732729871,0.8439733206288709,24,24,"[T37 W: 0, T85 W: 17.0, T68 W: 5.0, T93 W: 0]",0.25
erdos-renyi,100,33,54.0,0.0032596885186526622,0.9480864421103465,24,24,"[T22 W: 0, T97 W: 8.0, T30 W: 12.0, T73 W: 0]",0.33
erdos-renyi,100,33,53.0,0.003355704697986577,0.8966696213752058,24,24,"[T18 W: 0, T2 W: 17.0, T55 W: 14.0, T72 W: 0]",0.33
erdos-renyi,100,33,56.0,0.003418803418803419,0.9031135531135531,24,24,"[T0 W: 0, T94 W: 5.0, T47 W: 9.0, T92 W: 10.0, T76 W: 0]",0.33
erdos-renyi,100,33,49.0,0.0031253986477867077,0.9437428243398392,24,24,"[T13 W: 0, T63 W: 9.0, T21 W: 14.0, T58 W: 0]",0.33
erdos-renyi,100,33,48.0,0.0029640607632456465,0.8845868840311226,24,24,"[T43 W: 0, T7 W: 8.0, T24 W: 5.0, T92 W: 12.0, T60 W: 0]",0.33
erdos-renyi,100,45,92.0,0.003962101636520241,1.0229543496985358,24,24,"[T24 W: 0, T68 W: 15.0, T27 W: 1.0, T53 W: 15.0, T37 W: 0]",0.45
erdos-renyi,100,45,72.0,0.003311867525298988,1.0073597056117756,24,24,"[T64 W: 0, T21 W: 12.0, T18 W: 9.0, T36 W: 8.0, T94 W: 0]",0.45
erdos-renyi,100,45,73.0,0.003284146122008278,0.9850188950872774,24,24,"[T5 W: 0, T16 W: 11.0, T82 W: 11.0, T86 W: 14.0, T69 W: 0]",0.45
erdos-renyi,100,45,74.0,0.0033249460819554278,0.9901599568655644,24,24,"[T16 W: 0, T42 W: 14.0, T75 W: 5.0, T18 W: 7.0, T95 W: 0]",0.45
erdos-renyi,100,45,78.0,0.003457446808510638,0.9710992907801419,24,24,"[T0 W: 0, T6 W: 6.0, T90 W: 7.0, T28 W: 14.0, T83 W: 0]",0.45
erdos-renyi,100,25,35.0,0.0029635901778154107,0.7983065198983912,48,48,"[T47 W: 0, T27 W: 17.0, T99 W: 0]",0.25
erdos-renyi,100,25,28.0,0.0023083264633140975,0.8642209398186315,48,48,"[T76 W: 0, T29 W: 13.0, T85 W: 0]",0.25
erdos-renyi,100,25,33.0,0.0026395776675731883,0.7640377539593665,48,48,"[T77 W: 0, T88 W: 16.0, T82 W: 0]",0.25
erdos-renyi,100,25,31.0,0.0026098669809732277,0.7912106415221418,48,48,"[T48 W: 0, T58 W: 16.0, T52 W: 0]",0.25
erdos-renyi,100,25,34.0,0.0028234512539445276,0.7760338814150474,48,48,"[T23 W: 0, T84 W: 17.0, T95 W: 0]",0.25
erdos-renyi,100,33,36.0,0.002171552660152009,0.8814694173000361,48,48,"[T26 W: 0, T17 W: 18.0, T88 W: 0]",0.33
erdos-renyi,100,33,33.0,0.001986994219653179,0.8929431599229287,48,48,"[T14 W: 0, T83 W: 16.0, T84 W: 0]",0.33
erdos-renyi,100,33,33.0,0.001991550995775498,0.8955340977670488,48,48,"[T46 W: 0, T7 W: 16.0, T69 W: 0]",0.33
erdos-renyi,100,33,32.0,0.001984865401314973,0.8904602406649299,48,48,"[T19 W: 0, T8 W: 16.0, T41 W: 0]",0.33
erdos-renyi,100,33,33.0,0.0020112140419307656,0.8581789371038517,48,48,"[T10 W: 0, T81 W: 16.0, T86 W: 0]",0.33
erdos-renyi,100,45,36.0,0.001635322976287817,0.9057872263105297,48,48,"[T69 W: 0, T30 W: 18.0, T92 W: 0]",0.45
erdos-renyi,100,45,35.0,0.0015511434142882468,1.0346126573302605,48,48,"[T4 W: 0, T79 W: 17.0, T17 W: 0]",0.45
erdos-renyi,100,45,34.0,0.0014515027322404373,0.9076588114754098,48,48,"[T50 W: 0, T76 W: 16.0, T70 W: 0]",0.45
erdos-renyi,100,45,40.0,0.0017942047187584104,0.9027989593612631,48,48,"[T18 W: 0, T34 W: 14.0, T8 W: 1.0, T51 W: 0]",0.45
