graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,max_delta,dan,most_congested_route,ratio
erdos-renyi,25,7,21.0,0.026054590570719603,0.8957816377171216,70,12,10d,"[T19 W: 0, T20 W: 9.0, T21 W: 0]",0.25
erdos-renyi,25,7,27.0,0.027054108216432865,0.9759519038076152,80,13,10d,"[T2 W: 0, T11 W: 18.0, T24 W: 0]",0.25
erdos-renyi,25,7,23.0,0.038461538461538464,0.8076923076923077,50,9,10d,"[T5 W: 0, T11 W: 9.0, T16 W: 0]",0.25
erdos-renyi,25,7,26.0,0.02631578947368421,0.8390688259109311,80,11,10d,"[T16 W: 0, T6 W: 17.0, T17 W: 0]",0.25
erdos-renyi,25,7,25.0,0.02399232245681382,0.7197696737044146,80,12,10d,"[T8 W: 0, T19 W: 17.0, T10 W: 0]",0.25
erdos-renyi,25,9,27.0,0.026470588235294117,0.8813725490196078,80,12,10d,"[T0 W: 0, T22 W: 18.0, T7 W: 0]",0.33
erdos-renyi,25,9,27.0,0.0234375,0.8932291666666666,100,14,10d,"[T7 W: 0, T0 W: 9.0, T11 W: 0]",0.33
erdos-renyi,25,9,25.0,0.023496240601503758,0.8204887218045113,90,12,10d,"[T15 W: 0, T1 W: 9.0, T17 W: 0]",0.33
erdos-renyi,25,9,32.0,0.030303030303030304,0.9810606060606061,90,16,10d,"[T7 W: 0, T9 W: 14.0, T16 W: 0]",0.33
erdos-renyi,25,9,27.0,0.027663934426229508,1.1075819672131149,80,15,10d,"[T1 W: 0, T10 W: 18.0, T13 W: 0]",0.33
erdos-renyi,25,7,22.0,0.027160493827160494,0.8962962962962963,84,10,12d,"[T10 W: 0, T13 W: 9.0, T14 W: 0]",0.25
erdos-renyi,25,7,27.0,0.02854122621564482,0.9968287526427061,96,12,12d,"[T13 W: 0, T7 W: 18.0, T16 W: 0]",0.25
erdos-renyi,25,7,26.0,0.02947845804988662,0.8412698412698413,84,13,12d,"[T5 W: 0, T2 W: 17.0, T15 W: 0]",0.25
erdos-renyi,25,7,19.0,0.025885558583106268,0.9155313351498637,72,12,12d,"[T10 W: 0, T21 W: 10.0, T18 W: 0]",0.25
