graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,dan,most_congested_route
erdos-renyi,15,4,27.0,0.09,1.2266666666666666,48,12d,"[T9 W: 0, T6 W: 18.0, T13 W: 0]"
erdos-renyi,15,4,24.0,0.08275862068965517,0.9586206896551724,48,12d,"[T2 W: 0, T1 W: 15.0, T9 W: 0]"
erdos-renyi,15,5,27.0,0.06338028169014084,0.9225352112676056,60,12d,"[T5 W: 0, T6 W: 9.0, T14 W: 0]"
erdos-renyi,15,5,25.0,0.07911392405063292,1.1265822784810127,48,12d,"[T6 W: 0, T14 W: 16.0, T7 W: 0]"
erdos-renyi,15,5,26.0,0.0718232044198895,1.0359116022099448,48,12d,"[T4 W: 0, T13 W: 9.0, T7 W: 0]"
erdos-renyi,15,5,25.0,0.07183908045977011,1.0316091954022988,60,12d,"[T13 W: 0, T0 W: 12.0, T14 W: 0]"
erdos-renyi,15,5,24.0,0.0916030534351145,1.034351145038168,48,12d,"[T4 W: 0, T7 W: 16.0, T11 W: 0]"
erdos-renyi,15,7,28.0,0.04827586206896552,1.05,84,12d,"[T0 W: 0, T13 W: 16.0, T6 W: 0]"
erdos-renyi,15,7,24.0,0.05333333333333334,1.051111111111111,72,12d,"[T0 W: 0, T14 W: 8.0, T2 W: 0]"
erdos-renyi,15,7,32.0,0.05970149253731343,0.9757462686567164,84,12d,"[T3 W: 0, T12 W: 14.0, T11 W: 0]"
erdos-renyi,15,7,25.0,0.05165289256198347,1.024793388429752,72,12d,"[T6 W: 0, T0 W: 9.0, T7 W: 0]"
erdos-renyi,15,7,26.0,0.04868913857677903,1.0411985018726593,72,12d,"[T3 W: 0, T8 W: 16.0, T6 W: 0]"
erdos-renyi,35,9,94.0,0.06527777777777778,1.3625,3,3,"[T1 W: 0, T25 W: 8.0, T26 W: 6.0, T23 W: 13.0, T21 W: 0]"
erdos-renyi,35,9,127.0,0.07997481108312343,1.3161209068010076,3,3,"[T25 W: 0, T27 W: 8.0, T1 W: 8.0, T30 W: 5.0, T15 W: 8.0, T34 W: 0]"
erdos-renyi,35,9,112.0,0.08011444921316166,1.15379113018598,3,3,"[T15 W: 0, T25 W: 8.0, T17 W: 5.0, T7 W: 12.0, T30 W: 0]"
erdos-renyi,35,9,147.0,0.10110041265474554,1.2242090784044017,3,3,"[T1 W: 0, T28 W: 18.0, T13 W: 10.0, T10 W: 1.0, T28 W: 11.0, T4 W: 14.0, T7 W: 0]"
erdos-renyi,35,9,132.0,0.08494208494208494,1.1692406692406692,3,3,"[T7 W: 0, T26 W: 8.0, T27 W: 5.0, T21 W: 2.0, T27 W: 9.0, T9 W: 12.0, T33 W: 0]"
erdos-renyi,35,12,170.0,0.07921714818266543,1.2232059645852749,3,3,"[T6 W: 0, T34 W: 8.0, T24 W: 9.0, T5 W: 4.0, T4 W: 10.0, T21 W: 9.0, T15 W: 0]"
erdos-renyi,35,12,157.0,0.0762135922330097,1.2174757281553399,3,3,"[T14 W: 0, T19 W: 16.0, T24 W: 6.0, T27 W: 3.0, T17 W: 9.0, T20 W: 7.0, T31 W: 0]"
erdos-renyi,35,12,174.0,0.07480653482373173,1.2566638005159072,3,3,"[T11 W: 0, T32 W: 8.0, T13 W: 4.0, T26 W: 1.0, T32 W: 16.0, T29 W: 18.0, T17 W: 0]"
erdos-renyi,35,12,157.0,0.08051282051282051,1.353846153846154,3,3,"[T26 W: 0, T23 W: 14.0, T4 W: 6.0, T5 W: 12.0, T1 W: 12.0, T27 W: 0]"
erdos-renyi,35,12,148.0,0.07773109243697479,1.2941176470588236,3,3,"[T6 W: 0, T27 W: 9.0, T13 W: 9.0, T22 W: 3.0, T32 W: 8.0, T18 W: 9.0, T30 W: 0]"
erdos-renyi,35,16,237.0,0.09272300469483569,1.5039123630672926,3,3,"[T2 W: 0, T12 W: 11.0, T14 W: 14.0, T13 W: 7.0, T14 W: 15.0, T16 W: 0]"
erdos-renyi,35,16,184.0,0.07295796986518636,1.3612212529738303,3,3,"[T13 W: 0, T10 W: 16.0, T33 W: 14.0, T5 W: 5.0, T29 W: 9.0, T26 W: 0]"
erdos-renyi,35,16,258.0,0.08970792767732963,1.4089012517385258,3,3,"[T23 W: 0, T19 W: 17.0, T30 W: 15.0, T31 W: 4.0, T21 W: 7.0, T8 W: 8.0, T28 W: 0]"
erdos-renyi,35,16,208.0,0.07801950487621906,1.5675168792198049,3,3,"[T19 W: 0, T3 W: 9.0, T30 W: 16.0, T15 W: 3.0, T27 W: 4.0, T21 W: 15.0, T25 W: 0]"
erdos-renyi,35,16,236.0,0.0944,1.2884,3,3,"[T3 W: 0, T5 W: 9.0, T16 W: 5.0, T20 W: 3.0, T27 W: 16.0, T14 W: 16.0, T33 W: 0]"
erdos-renyi,35,9,26.0,0.01694915254237288,0.9152542372881356,18,2d,"[T5 W: 0, T26 W: 14.0, T23 W: 0]"
erdos-renyi,35,9,25.0,0.016983695652173912,0.9653532608695652,16,2d,"[T11 W: 0, T15 W: 9.0, T13 W: 0]"
erdos-renyi,35,9,27.0,0.015288788221970554,0.921291053227633,20,2d,"[T5 W: 0, T12 W: 14.0, T17 W: 0]"
erdos-renyi,35,9,25.0,0.01937984496124031,0.9372093023255814,16,2d,"[T8 W: 0, T12 W: 8.0, T17 W: 0]"
erdos-renyi,35,9,27.0,0.016245487364620937,0.8838748495788207,18,2d,"[T17 W: 0, T9 W: 18.0, T34 W: 0]"
erdos-renyi,35,12,32.0,0.016145307769929364,0.920787083753784,24,2d,"[T14 W: 0, T12 W: 17.0, T34 W: 0]"
erdos-renyi,35,12,28.0,0.012466607301869992,0.9710596616206589,26,2d,"[T24 W: 0, T17 W: 16.0, T27 W: 0]"
erdos-renyi,35,12,29.0,0.013849092645654251,1.0974212034383954,24,2d,"[T7 W: 0, T6 W: 18.0, T22 W: 0]"
erdos-renyi,35,12,27.0,0.012523191094619666,0.950834879406308,24,2d,"[T16 W: 0, T15 W: 14.0, T22 W: 0]"
erdos-renyi,35,12,26.0,0.012922465208747515,0.9165009940357853,24,2d,"[T16 W: 0, T31 W: 17.0, T23 W: 0]"
erdos-renyi,35,16,30.0,0.010924981791697014,1.0010924981791698,30,2d,"[T3 W: 0, T34 W: 14.0, T17 W: 0]"
erdos-renyi,35,16,31.0,0.010977337110481586,1.0262039660056657,32,2d,"[T11 W: 0, T8 W: 15.0, T28 W: 0]"
erdos-renyi,35,16,31.0,0.010869565217391304,0.9652875175315568,32,2d,"[T8 W: 0, T34 W: 14.0, T14 W: 0]"
erdos-renyi,35,16,31.0,0.011689291101055807,0.9973604826546003,30,2d,"[T21 W: 0, T32 W: 14.0, T23 W: 0]"
erdos-renyi,35,16,33.0,0.012195121951219513,0.9671101256467111,30,2d,"[T14 W: 0, T13 W: 16.0, T31 W: 0]"
erdos-renyi,35,9,27.0,0.017263427109974423,0.8222506393861893,36,4d,"[T4 W: 0, T24 W: 18.0, T29 W: 0]"
erdos-renyi,35,9,33.0,0.02522935779816514,0.8669724770642202,32,4d,"[T1 W: 0, T33 W: 16.0, T28 W: 0]"
erdos-renyi,35,9,30.0,0.019430051813471502,1.044041450777202,36,4d,"[T17 W: 0, T12 W: 12.0, T18 W: 0]"
erdos-renyi,35,9,28.0,0.01553829078801332,0.8923418423973363,40,4d,"[T12 W: 0, T34 W: 13.0, T28 W: 0]"
erdos-renyi,35,9,29.0,0.018424396442185513,0.8341804320203303,36,4d,"[T19 W: 0, T12 W: 16.0, T20 W: 0]"
erdos-renyi,35,12,32.0,0.014814814814814815,0.9578703703703704,48,4d,"[T24 W: 0, T7 W: 17.0, T25 W: 0]"
erdos-renyi,35,12,35.0,0.0172244094488189,0.8671259842519685,44,4d,"[T28 W: 0, T24 W: 17.0, T30 W: 0]"
erdos-renyi,35,12,27.0,0.012317518248175183,0.8768248175182481,48,4d,"[T28 W: 0, T11 W: 9.0, T30 W: 0]"
erdos-renyi,35,12,27.0,0.015033407572383074,0.8903118040089086,40,4d,"[T10 W: 0, T16 W: 16.0, T29 W: 0]"
erdos-renyi,35,12,29.0,0.012957998212689902,0.8873994638069705,52,4d,"[T0 W: 0, T14 W: 13.0, T20 W: 0]"
erdos-renyi,35,16,34.0,0.012869038607115822,0.9704769114307343,60,4d,"[T13 W: 0, T24 W: 17.0, T34 W: 0]"
erdos-renyi,35,16,33.0,0.012547528517110267,0.9258555133079848,60,4d,"[T5 W: 0, T15 W: 16.0, T9 W: 0]"
erdos-renyi,35,16,31.0,0.011338697878566204,1.0442574981711779,64,4d,"[T19 W: 0, T20 W: 16.0, T33 W: 0]"
erdos-renyi,35,16,32.0,0.011527377521613832,1.1887608069164266,64,4d,"[T20 W: 0, T2 W: 17.0, T31 W: 0]"
erdos-renyi,35,16,32.0,0.012003000750187547,0.9902475618904726,64,4d,"[T1 W: 0, T32 W: 14.0, T16 W: 0]"
erdos-renyi,35,9,23.0,0.014145141451414513,0.9674046740467405,54,6d,"[T5 W: 0, T2 W: 9.0, T22 W: 0]"
erdos-renyi,35,9,32.0,0.022408963585434174,0.9670868347338936,48,6d,"[T17 W: 0, T22 W: 15.0, T19 W: 0]"
erdos-renyi,35,9,27.0,0.02295918367346939,0.9668367346938775,42,6d,"[T1 W: 0, T28 W: 9.0, T32 W: 0]"
erdos-renyi,35,9,27.0,0.017464424320827943,0.9909443725743855,54,6d,"[T2 W: 0, T30 W: 13.0, T8 W: 0]"
erdos-renyi,35,9,28.0,0.018229166666666668,0.8600260416666666,48,6d,"[T10 W: 0, T33 W: 14.0, T16 W: 0]"
erdos-renyi,35,12,27.0,0.013761467889908258,0.8685015290519877,72,6d,"[T1 W: 0, T2 W: 12.0, T28 W: 0]"
erdos-renyi,35,12,32.0,0.0163265306122449,0.9673469387755103,66,6d,"[T16 W: 0, T23 W: 15.0, T27 W: 0]"
erdos-renyi,35,12,31.0,0.014485981308411215,0.9406542056074766,78,6d,"[T14 W: 0, T0 W: 13.0, T19 W: 0]"
erdos-renyi,35,12,27.0,0.01318359375,0.99365234375,72,6d,"[T16 W: 0, T18 W: 9.0, T19 W: 0]"
erdos-renyi,35,12,28.0,0.013207547169811321,0.9424528301886792,72,6d,"[T10 W: 0, T21 W: 15.0, T16 W: 0]"
erdos-renyi,35,16,28.0,0.010479041916167664,1.0108532934131738,90,6d,"[T14 W: 0, T2 W: 16.0, T26 W: 0]"
erdos-renyi,35,16,34.0,0.012309920347574221,0.9753801593048516,96,6d,"[T1 W: 0, T19 W: 13.0, T27 W: 0]"
erdos-renyi,35,16,29.0,0.011145272867025366,1.02152190622598,96,6d,"[T7 W: 0, T14 W: 15.0, T20 W: 0]"
erdos-renyi,35,16,34.0,0.014178482068390326,0.9424520433694745,84,6d,"[T13 W: 0, T2 W: 17.0, T17 W: 0]"
erdos-renyi,35,16,29.0,0.011001517450682853,0.9559939301972686,90,6d,"[T1 W: 0, T30 W: 12.0, T13 W: 0]"
erdos-renyi,35,9,22.0,0.014884979702300407,0.7807848443843031,72,8d,"[T4 W: 0, T16 W: 15.0, T21 W: 0]"
erdos-renyi,35,9,27.0,0.018194070080862535,0.8955525606469003,64,8d,"[T1 W: 0, T16 W: 14.0, T31 W: 0]"
erdos-renyi,35,9,25.0,0.015078407720144753,0.8268998793727382,80,8d,"[T13 W: 0, T6 W: 16.0, T27 W: 0]"
erdos-renyi,35,9,23.0,0.017164179104477612,0.8805970149253731,64,8d,"[T3 W: 0, T28 W: 11.0, T31 W: 0]"
erdos-renyi,35,9,25.0,0.015527950310559006,0.8950310559006212,72,8d,"[T10 W: 0, T28 W: 17.0, T34 W: 0]"
erdos-renyi,35,12,31.0,0.01407811080835604,0.9536784741144414,104,8d,"[T2 W: 0, T27 W: 15.0, T24 W: 0]"
erdos-renyi,35,12,25.0,0.01160631383472609,1.0129990714948933,96,8d,"[T3 W: 0, T11 W: 8.0, T30 W: 0]"
erdos-renyi,35,12,36.0,0.01805416248746239,0.8881644934804414,96,8d,"[T17 W: 0, T9 W: 18.0, T28 W: 0]"
erdos-renyi,35,12,28.0,0.015102481121898598,0.8700107874865156,88,8d,"[T10 W: 0, T18 W: 18.0, T24 W: 0]"
erdos-renyi,35,12,27.0,0.01393188854489164,0.9081527347781218,88,8d,"[T0 W: 0, T14 W: 18.0, T12 W: 0]"
erdos-renyi,35,16,29.0,0.01061493411420205,0.8257686676427526,120,8d,"[T1 W: 0, T25 W: 15.0, T21 W: 0]"
erdos-renyi,35,16,32.0,0.010914051841746248,0.9382673942701227,128,8d,"[T24 W: 0, T29 W: 15.0, T27 W: 0]"
erdos-renyi,35,16,27.0,0.00942079553384508,0.8792742498255408,128,8d,"[T9 W: 0, T4 W: 16.0, T17 W: 0]"
erdos-renyi,35,16,31.0,0.011941448382126348,0.948382126348228,120,8d,"[T12 W: 0, T9 W: 16.0, T20 W: 0]"
erdos-renyi,35,16,35.0,0.013513513513513514,1.01003861003861,128,8d,"[T9 W: 0, T11 W: 16.0, T28 W: 0]"
erdos-renyi,35,9,31.0,0.020051746442432083,0.8777490297542044,90,10d,"[T8 W: 0, T33 W: 14.0, T21 W: 0]"
erdos-renyi,35,9,29.0,0.02008310249307479,0.8774238227146814,80,10d,"[T19 W: 0, T17 W: 13.0, T29 W: 0]"
erdos-renyi,35,9,28.0,0.01806451612903226,0.9787096774193549,100,10d,"[T8 W: 0, T27 W: 13.0, T23 W: 0]"
erdos-renyi,35,9,32.0,0.021447721179624665,0.9517426273458445,80,10d,"[T4 W: 0, T10 W: 15.0, T32 W: 0]"
erdos-renyi,35,9,26.0,0.01694915254237288,0.8911342894393742,90,10d,"[T16 W: 0, T21 W: 9.0, T28 W: 0]"
erdos-renyi,35,12,25.0,0.012537612838515547,0.8254764292878636,110,10d,"[T0 W: 0, T28 W: 15.0, T34 W: 0]"
erdos-renyi,35,12,35.0,0.017326732673267328,1.057920792079208,120,10d,"[T6 W: 0, T29 W: 18.0, T20 W: 0]"
erdos-renyi,35,12,28.0,0.013902681231380337,0.9975173783515392,110,10d,"[T12 W: 0, T24 W: 11.0, T18 W: 0]"
erdos-renyi,35,12,32.0,0.01345668629100084,1.0710681244743483,130,10d,"[T3 W: 0, T2 W: 16.0, T27 W: 0]"
erdos-renyi,35,12,28.0,0.011503697617091208,0.9354971240755957,130,10d,"[T10 W: 0, T29 W: 14.0, T25 W: 0]"
erdos-renyi,35,16,31.0,0.01051560379918589,0.9389416553595658,170,10d,"[T8 W: 0, T7 W: 15.0, T28 W: 0]"
erdos-renyi,35,16,31.0,0.011175198269646719,1.0475847152126894,160,10d,"[T21 W: 0, T9 W: 14.0, T32 W: 0]"
erdos-renyi,35,16,30.0,0.011885895404120444,0.9108557844690967,150,10d,"[T7 W: 0, T31 W: 15.0, T27 W: 0]"
erdos-renyi,35,16,34.0,0.012048192771084338,0.9447200566973778,160,10d,"[T7 W: 0, T25 W: 16.0, T33 W: 0]"
erdos-renyi,35,16,29.0,0.01092690278824416,0.8782969103240392,150,10d,"[T8 W: 0, T26 W: 14.0, T9 W: 0]"
erdos-renyi,35,9,34.0,0.025411061285500747,0.9387144992526159,96,12d,"[T27 W: 0, T8 W: 18.0, T31 W: 0]"
erdos-renyi,35,9,32.0,0.022315202231520222,0.9769874476987448,108,12d,"[T25 W: 0, T7 W: 18.0, T32 W: 0]"
erdos-renyi,35,9,28.0,0.015350877192982455,0.9342105263157895,120,12d,"[T16 W: 0, T34 W: 12.0, T20 W: 0]"
erdos-renyi,35,9,26.0,0.0196078431372549,0.8589743589743589,84,12d,"[T21 W: 0, T34 W: 9.0, T27 W: 0]"
erdos-renyi,35,9,31.0,0.018925518925518924,0.8449328449328449,108,12d,"[T1 W: 0, T4 W: 14.0, T24 W: 0]"
erdos-renyi,35,12,28.0,0.012556053811659192,1.027354260089686,156,12d,"[T22 W: 0, T15 W: 13.0, T31 W: 0]"
erdos-renyi,35,12,25.0,0.013440860215053764,0.9064516129032258,132,12d,"[T1 W: 0, T20 W: 9.0, T25 W: 0]"
erdos-renyi,35,12,27.0,0.013392857142857142,0.9117063492063492,132,12d,"[T2 W: 0, T23 W: 14.0, T30 W: 0]"
erdos-renyi,35,12,26.0,0.011701170117011701,0.9005400540054005,156,12d,"[T4 W: 0, T34 W: 17.0, T21 W: 0]"
erdos-renyi,35,12,31.0,0.014650283553875236,1.1517013232514177,144,12d,"[T32 W: 0, T4 W: 14.0, T33 W: 0]"
erdos-renyi,35,16,31.0,0.010682288077188146,0.9917298414886285,204,12d,"[T12 W: 0, T4 W: 13.0, T26 W: 0]"
erdos-renyi,35,16,30.0,0.011086474501108648,0.9822616407982262,192,12d,"[T20 W: 0, T5 W: 15.0, T33 W: 0]"
erdos-renyi,35,16,32.0,0.011704462326261888,0.9389173372348207,192,12d,"[T8 W: 0, T0 W: 17.0, T20 W: 0]"
erdos-renyi,35,16,33.0,0.011887608069164265,1.1051873198847262,192,12d,"[T0 W: 0, T23 W: 18.0, T15 W: 0]"
erdos-renyi,35,16,29.0,0.010877719429857465,0.9906226556639159,192,12d,"[T0 W: 0, T8 W: 14.0, T25 W: 0]"
erdos-renyi,50,13,160.0,0.050793650793650794,1.139047619047619,3,3,"[T1 W: 0, T31 W: 8.0, T17 W: 13.0, T12 W: 6.0, T8 W: 4.0, T20 W: 9.0, T10 W: 0]"
erdos-renyi,50,13,147.0,0.04757281553398058,1.1731391585760518,3,3,"[T7 W: 0, T32 W: 9.0, T12 W: 13.0, T13 W: 3.0, T12 W: 11.0, T16 W: 0]"
erdos-renyi,50,13,142.0,0.04536741214057508,1.2130990415335463,3,3,"[T22 W: 0, T6 W: 12.0, T46 W: 6.0, T21 W: 16.0, T42 W: 13.0, T35 W: 0]"
erdos-renyi,50,13,141.0,0.04855371900826446,1.0761019283746556,3,3,"[T1 W: 0, T40 W: 16.0, T25 W: 12.0, T13 W: 7.0, T25 W: 7.0, T36 W: 0]"
erdos-renyi,50,13,200.0,0.05931198102016608,1.2227164887307236,3,3,"[T28 W: 0, T21 W: 18.0, T34 W: 15.0, T39 W: 9.0, T34 W: 5.0, T21 W: 9.0, T46 W: 0]"
erdos-renyi,50,17,248.0,0.058823529411764705,1.2924573055028463,3,3,"[T8 W: 0, T33 W: 18.0, T3 W: 8.0, T1 W: 5.0, T20 W: 12.0, T15 W: 11.0, T37 W: 0]"
erdos-renyi,50,17,215.0,0.05272192251103482,1.3840117704757233,3,3,"[T24 W: 0, T0 W: 18.0, T25 W: 16.0, T2 W: 5.0, T22 W: 10.0, T0 W: 16.0, T37 W: 0]"
erdos-renyi,50,17,235.0,0.05751346059716104,1.268232990699951,3,3,"[T27 W: 0, T28 W: 18.0, T3 W: 9.0, T26 W: 14.0, T38 W: 9.0, T35 W: 0]"
erdos-renyi,50,17,272.0,0.06643869076697606,1.2484123106985834,3,3,"[T0 W: 0, T37 W: 8.0, T32 W: 10.0, T12 W: 4.0, T15 W: 9.0, T43 W: 18.0, T9 W: 18.0, T30 W: 0]"
erdos-renyi,50,17,244.0,0.058823529411764705,1.4997589199614272,3,3,"[T25 W: 0, T0 W: 7.0, T46 W: 10.0, T18 W: 6.0, T27 W: 8.0, T2 W: 14.0, T31 W: 0]"
erdos-renyi,50,23,299.0,0.05723583460949464,1.4532924961715161,3,3,"[T33 W: 0, T20 W: 16.0, T34 W: 6.0, T41 W: 4.0, T11 W: 7.0, T14 W: 9.0, T37 W: 0]"
erdos-renyi,50,23,346.0,0.05860433604336043,1.4568089430894309,3,3,"[T9 W: 0, T13 W: 8.0, T30 W: 13.0, T39 W: 6.0, T10 W: 12.0, T13 W: 10.0, T25 W: 18.0, T12 W: 0]"
erdos-renyi,50,23,329.0,0.05866619115549215,1.473965763195435,3,3,"[T27 W: 0, T3 W: 9.0, T42 W: 8.0, T20 W: 4.0, T33 W: 3.0, T31 W: 12.0, T30 W: 9.0, T36 W: 0]"
erdos-renyi,50,23,284.0,0.053103964098728494,1.3343305908750935,3,3,"[T17 W: 0, T40 W: 18.0, T47 W: 7.0, T1 W: 9.0, T12 W: 12.0, T18 W: 16.0, T31 W: 0]"
erdos-renyi,50,23,294.0,0.05357142857142857,1.3886661807580174,3,3,"[T43 W: 0, T18 W: 18.0, T15 W: 16.0, T42 W: 9.0, T49 W: 7.0, T21 W: 9.0, T44 W: 0]"
erdos-renyi,50,13,25.0,0.007754342431761787,0.9528535980148883,26,2d,"[T36 W: 0, T47 W: 17.0, T49 W: 0]"
erdos-renyi,50,13,26.0,0.008039579468150896,0.8256029684601113,26,2d,"[T16 W: 0, T35 W: 9.0, T36 W: 0]"
erdos-renyi,50,13,36.0,0.010810810810810811,0.8906906906906907,26,2d,"[T21 W: 0, T47 W: 18.0, T46 W: 0]"
erdos-renyi,50,13,28.0,0.008333333333333333,0.830654761904762,26,2d,"[T9 W: 0, T44 W: 12.0, T19 W: 0]"
erdos-renyi,50,13,31.0,0.010808926080892609,0.951534170153417,24,2d,"[T1 W: 0, T20 W: 16.0, T12 W: 0]"
erdos-renyi,50,17,29.0,0.006974506974506974,0.8571428571428571,32,2d,"[T18 W: 0, T49 W: 14.0, T28 W: 0]"
erdos-renyi,50,17,33.0,0.00772110435189518,0.8984557791296209,36,2d,"[T14 W: 0, T28 W: 15.0, T15 W: 0]"
erdos-renyi,50,17,34.0,0.008173076923076924,0.859375,32,2d,"[T14 W: 0, T0 W: 17.0, T36 W: 0]"
erdos-renyi,50,17,28.0,0.006042296072507553,0.889943892965041,36,2d,"[T7 W: 0, T39 W: 15.0, T42 W: 0]"
erdos-renyi,50,17,31.0,0.007828282828282828,0.8815656565656566,32,2d,"[T10 W: 0, T45 W: 15.0, T14 W: 0]"
erdos-renyi,50,23,31.0,0.005595667870036101,0.9279783393501805,44,2d,"[T23 W: 0, T49 W: 18.0, T46 W: 0]"
erdos-renyi,50,23,34.0,0.006077940650697175,0.9926707186271004,46,2d,"[T14 W: 0, T16 W: 17.0, T19 W: 0]"
erdos-renyi,50,23,30.0,0.005055611729019211,1.0694304010785305,46,2d,"[T12 W: 0, T46 W: 15.0, T43 W: 0]"
erdos-renyi,50,23,30.0,0.005145797598627788,0.9279588336192109,46,2d,"[T10 W: 0, T3 W: 16.0, T37 W: 0]"
erdos-renyi,50,23,31.0,0.005798728020950243,0.8973063973063973,42,2d,"[T15 W: 0, T47 W: 17.0, T21 W: 0]"
erdos-renyi,50,13,26.0,0.007960808328230252,0.7911818738518065,52,4d,"[T26 W: 0, T19 W: 16.0, T45 W: 0]"
erdos-renyi,50,13,34.0,0.012142857142857143,0.8303571428571429,48,4d,"[T7 W: 0, T31 W: 18.0, T15 W: 0]"
erdos-renyi,50,13,29.0,0.00831899024670109,0.9397590361445783,56,4d,"[T40 W: 0, T37 W: 13.0, T45 W: 0]"
erdos-renyi,50,13,27.0,0.008485229415461974,0.7752985543683218,52,4d,"[T5 W: 0, T32 W: 9.0, T13 W: 0]"
erdos-renyi,50,13,28.0,0.00902061855670103,0.8788659793814433,48,4d,"[T21 W: 0, T30 W: 15.0, T43 W: 0]"
erdos-renyi,50,17,28.0,0.00659444182760245,0.9140367404616109,68,4d,"[T14 W: 0, T35 W: 13.0, T49 W: 0]"
erdos-renyi,50,17,33.0,0.0073693613220187585,0.9665029030817329,72,4d,"[T13 W: 0, T10 W: 17.0, T39 W: 0]"
erdos-renyi,50,17,33.0,0.008001939864209506,0.8084384093113482,68,4d,"[T15 W: 0, T44 W: 17.0, T47 W: 0]"
erdos-renyi,50,17,31.0,0.0072126570497906,0.9120521172638436,68,4d,"[T37 W: 0, T27 W: 18.0, T48 W: 0]"
erdos-renyi,50,17,30.0,0.007466401194624191,0.9915380786460926,64,4d,"[T6 W: 0, T29 W: 13.0, T13 W: 0]"
erdos-renyi,50,23,32.0,0.0053475935828877,0.9288101604278075,92,4d,"[T7 W: 0, T19 W: 16.0, T15 W: 0]"
erdos-renyi,50,23,32.0,0.005631819781766983,0.9560014079549455,92,4d,"[T10 W: 0, T4 W: 16.0, T49 W: 0]"
erdos-renyi,50,23,35.0,0.0059869996578857335,0.9473144030106055,92,4d,"[T11 W: 0, T40 W: 17.0, T22 W: 0]"
erdos-renyi,50,23,31.0,0.005415793151642208,0.9082809224318659,96,4d,"[T0 W: 0, T39 W: 15.0, T9 W: 0]"
erdos-renyi,50,23,29.0,0.00537037037037037,0.8922222222222222,88,4d,"[T21 W: 0, T32 W: 15.0, T38 W: 0]"
erdos-renyi,50,13,27.0,0.008899143045484509,0.9294660514172709,78,6d,"[T17 W: 0, T12 W: 11.0, T33 W: 0]"
erdos-renyi,50,13,35.0,0.009948834565093803,0.8402501421262081,84,6d,"[T10 W: 0, T29 W: 18.0, T28 W: 0]"
erdos-renyi,50,13,30.0,0.009410288582183186,0.8538268506900878,78,6d,"[T18 W: 0, T19 W: 15.0, T32 W: 0]"
erdos-renyi,50,13,26.0,0.008469055374592834,0.8211726384364821,78,6d,"[T3 W: 0, T45 W: 13.0, T25 W: 0]"
erdos-renyi,50,13,27.0,0.008659397049390635,0.757857601026299,72,6d,"[T5 W: 0, T24 W: 9.0, T43 W: 0]"
erdos-renyi,50,17,26.0,0.006542526421741319,0.9227478610971314,102,6d,"[T11 W: 0, T34 W: 14.0, T39 W: 0]"
erdos-renyi,50,17,36.0,0.008687258687258687,1.0781853281853282,102,6d,"[T13 W: 0, T48 W: 18.0, T35 W: 0]"
erdos-renyi,50,17,31.0,0.007426928605654049,0.8620028749401054,96,6d,"[T24 W: 0, T44 W: 15.0, T34 W: 0]"
erdos-renyi,50,17,28.0,0.006779661016949152,0.8883777239709443,102,6d,"[T43 W: 0, T10 W: 10.0, T47 W: 0]"
erdos-renyi,50,17,32.0,0.007445323406235459,0.9329920893438809,102,6d,"[T6 W: 0, T19 W: 15.0, T10 W: 0]"
erdos-renyi,50,23,34.0,0.006206644760861628,0.9300839722526469,132,6d,"[T2 W: 0, T39 W: 17.0, T10 W: 0]"
erdos-renyi,50,23,31.0,0.005492558469170801,0.9135364989369241,138,6d,"[T18 W: 0, T38 W: 16.0, T42 W: 0]"
erdos-renyi,50,23,31.0,0.005436688881094353,0.9440547176429323,132,6d,"[T45 W: 0, T39 W: 17.0, T46 W: 0]"
erdos-renyi,50,23,35.0,0.006338283230713509,0.9096341905106845,132,6d,"[T32 W: 0, T49 W: 18.0, T48 W: 0]"
erdos-renyi,50,23,29.0,0.0051952705123611605,0.946434969544966,132,6d,"[T0 W: 0, T21 W: 16.0, T44 W: 0]"
erdos-renyi,50,13,26.0,0.008614976805831677,0.8508946322067594,96,8d,"[T11 W: 0, T18 W: 17.0, T46 W: 0]"
erdos-renyi,50,13,26.0,0.007902735562310031,0.8361702127659575,104,8d,"[T45 W: 0, T0 W: 17.0, T49 W: 0]"
erdos-renyi,50,13,26.0,0.007733491969066032,0.7980368828078525,104,8d,"[T11 W: 0, T37 W: 9.0, T24 W: 0]"
erdos-renyi,50,13,29.0,0.00981719702098849,1.017603249830738,104,8d,"[T5 W: 0, T18 W: 11.0, T48 W: 0]"
erdos-renyi,50,13,35.0,0.010903426791277258,0.8738317757009346,104,8d,"[T5 W: 0, T23 W: 18.0, T38 W: 0]"
erdos-renyi,50,17,27.0,0.006401137980085348,0.9027975343764817,136,8d,"[T10 W: 0, T26 W: 12.0, T36 W: 0]"
erdos-renyi,50,17,28.0,0.007265179034769071,0.8419823559937727,128,8d,"[T4 W: 0, T24 W: 10.0, T7 W: 0]"
erdos-renyi,50,17,29.0,0.006728538283062645,0.8359628770301624,136,8d,"[T3 W: 0, T33 W: 16.0, T47 W: 0]"
erdos-renyi,50,17,33.0,0.007879656160458453,0.9114135625596944,136,8d,"[T17 W: 0, T9 W: 15.0, T42 W: 0]"
erdos-renyi,50,17,31.0,0.007356430944470811,0.8583293782629331,136,8d,"[T8 W: 0, T13 W: 18.0, T21 W: 0]"
