,graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,dan,most_congested_route,ratio
275,erdos-renyi,35,12,31.0,0.014078110808356041,0.9536784741144414,104,8d,"[T2 W: 0, T27 W: 15.0, T24 W: 0]",0.33
276,erdos-renyi,35,12,25.0,0.01160631383472609,1.012999071494893,96,8d,"[T3 W: 0, T11 W: 8.0, T30 W: 0]",0.33
277,erdos-renyi,35,12,36.0,0.018054162487462392,0.8881644934804414,96,8d,"[T17 W: 0, T9 W: 18.0, T28 W: 0]",0.33
278,erdos-renyi,35,12,28.0,0.015102481121898596,0.8700107874865156,88,8d,"[T10 W: 0, T18 W: 18.0, T24 W: 0]",0.33
279,erdos-renyi,35,12,27.0,0.01393188854489164,0.9081527347781218,88,8d,"[T0 W: 0, T14 W: 18.0, T12 W: 0]",0.33
280,erdos-renyi,35,16,29.0,0.01061493411420205,0.8257686676427526,120,8d,"[T1 W: 0, T25 W: 15.0, T21 W: 0]",0.45
281,erdos-renyi,35,16,32.0,0.010914051841746248,0.9382673942701228,128,8d,"[T24 W: 0, T29 W: 15.0, T27 W: 0]",0.45
282,erdos-renyi,35,16,27.0,0.00942079553384508,0.8792742498255408,128,8d,"[T9 W: 0, T4 W: 16.0, T17 W: 0]",0.45
283,erdos-renyi,35,16,31.0,0.011941448382126348,0.948382126348228,120,8d,"[T12 W: 0, T9 W: 16.0, T20 W: 0]",0.45
284,erdos-renyi,35,16,35.0,0.013513513513513514,1.0100386100386098,128,8d,"[T9 W: 0, T11 W: 16.0, T28 W: 0]",0.45
285,erdos-renyi,35,9,31.0,0.020051746442432083,0.8777490297542044,90,10d,"[T8 W: 0, T33 W: 14.0, T21 W: 0]",0.25
286,erdos-renyi,35,9,29.0,0.02008310249307479,0.8774238227146814,80,10d,"[T19 W: 0, T17 W: 13.0, T29 W: 0]",0.25
287,erdos-renyi,35,9,28.0,0.01806451612903226,0.9787096774193548,100,10d,"[T8 W: 0, T27 W: 13.0, T23 W: 0]",0.25
288,erdos-renyi,35,9,32.0,0.021447721179624662,0.9517426273458444,80,10d,"[T4 W: 0, T10 W: 15.0, T32 W: 0]",0.25
289,erdos-renyi,35,9,26.0,0.01694915254237288,0.8911342894393742,90,10d,"[T16 W: 0, T21 W: 9.0, T28 W: 0]",0.25
290,erdos-renyi,35,12,25.0,0.012537612838515549,0.8254764292878636,110,10d,"[T0 W: 0, T28 W: 15.0, T34 W: 0]",0.33
291,erdos-renyi,35,12,35.0,0.017326732673267328,1.057920792079208,120,10d,"[T6 W: 0, T29 W: 18.0, T20 W: 0]",0.33
292,erdos-renyi,35,12,28.0,0.013902681231380335,0.9975173783515392,110,10d,"[T12 W: 0, T24 W: 11.0, T18 W: 0]",0.33
293,erdos-renyi,35,12,32.0,0.01345668629100084,1.0710681244743483,130,10d,"[T3 W: 0, T2 W: 16.0, T27 W: 0]",0.33
294,erdos-renyi,35,12,28.0,0.011503697617091208,0.9354971240755956,130,10d,"[T10 W: 0, T29 W: 14.0, T25 W: 0]",0.33
295,erdos-renyi,35,16,31.0,0.010515603799185891,0.9389416553595658,170,10d,"[T8 W: 0, T7 W: 15.0, T28 W: 0]",0.45
296,erdos-renyi,35,16,31.0,0.01117519826964672,1.0475847152126894,160,10d,"[T21 W: 0, T9 W: 14.0, T32 W: 0]",0.45
297,erdos-renyi,35,16,30.0,0.011885895404120444,0.9108557844690968,150,10d,"[T7 W: 0, T31 W: 15.0, T27 W: 0]",0.45
298,erdos-renyi,35,16,34.0,0.012048192771084338,0.9447200566973778,160,10d,"[T7 W: 0, T25 W: 16.0, T33 W: 0]",0.45
299,erdos-renyi,35,16,29.0,0.01092690278824416,0.8782969103240392,150,10d,"[T8 W: 0, T26 W: 14.0, T9 W: 0]",0.45
300,erdos-renyi,35,9,34.0,0.025411061285500747,0.938714499252616,96,12d,"[T27 W: 0, T8 W: 18.0, T31 W: 0]",0.25
301,erdos-renyi,35,9,32.0,0.022315202231520226,0.9769874476987448,108,12d,"[T25 W: 0, T7 W: 18.0, T32 W: 0]",0.25
302,erdos-renyi,35,9,28.0,0.015350877192982457,0.9342105263157896,120,12d,"[T16 W: 0, T34 W: 12.0, T20 W: 0]",0.25
303,erdos-renyi,35,9,26.0,0.0196078431372549,0.8589743589743589,84,12d,"[T21 W: 0, T34 W: 9.0, T27 W: 0]",0.25
304,erdos-renyi,35,9,31.0,0.018925518925518924,0.8449328449328449,108,12d,"[T1 W: 0, T4 W: 14.0, T24 W: 0]",0.25
305,erdos-renyi,35,12,28.0,0.012556053811659192,1.0273542600896859,156,12d,"[T22 W: 0, T15 W: 13.0, T31 W: 0]",0.33
306,erdos-renyi,35,12,25.0,0.013440860215053764,0.9064516129032258,132,12d,"[T1 W: 0, T20 W: 9.0, T25 W: 0]",0.33
307,erdos-renyi,35,12,27.0,0.013392857142857142,0.9117063492063492,132,12d,"[T2 W: 0, T23 W: 14.0, T30 W: 0]",0.33
308,erdos-renyi,35,12,26.0,0.0117011701170117,0.9005400540054005,156,12d,"[T4 W: 0, T34 W: 17.0, T21 W: 0]",0.33
309,erdos-renyi,35,12,31.0,0.014650283553875237,1.1517013232514175,144,12d,"[T32 W: 0, T4 W: 14.0, T33 W: 0]",0.33
310,erdos-renyi,35,16,31.0,0.010682288077188145,0.9917298414886284,204,12d,"[T12 W: 0, T4 W: 13.0, T26 W: 0]",0.45
311,erdos-renyi,35,16,30.0,0.011086474501108648,0.9822616407982262,192,12d,"[T20 W: 0, T5 W: 15.0, T33 W: 0]",0.45
312,erdos-renyi,35,16,32.0,0.011704462326261888,0.9389173372348208,192,12d,"[T8 W: 0, T0 W: 17.0, T20 W: 0]",0.45
313,erdos-renyi,35,16,33.0,0.011887608069164264,1.1051873198847262,192,12d,"[T0 W: 0, T23 W: 18.0, T15 W: 0]",0.45
314,erdos-renyi,35,16,29.0,0.010877719429857465,0.990622655663916,192,12d,"[T0 W: 0, T8 W: 14.0, T25 W: 0]",0.45
315,erdos-renyi,50,13,160.0,0.0507936507936508,1.139047619047619,3,3,"[T1 W: 0, T31 W: 8.0, T17 W: 13.0, T12 W: 6.0, T8 W: 4.0, T20 W: 9.0, T10 W: 0]",0.25
316,erdos-renyi,50,13,147.0,0.04757281553398058,1.1731391585760518,3,3,"[T7 W: 0, T32 W: 9.0, T12 W: 13.0, T13 W: 3.0, T12 W: 11.0, T16 W: 0]",0.25
317,erdos-renyi,50,13,142.0,0.04536741214057508,1.2130990415335463,3,3,"[T22 W: 0, T6 W: 12.0, T46 W: 6.0, T21 W: 16.0, T42 W: 13.0, T35 W: 0]",0.25
318,erdos-renyi,50,13,141.0,0.04855371900826446,1.0761019283746556,3,3,"[T1 W: 0, T40 W: 16.0, T25 W: 12.0, T13 W: 7.0, T25 W: 7.0, T36 W: 0]",0.25
319,erdos-renyi,50,13,200.0,0.05931198102016608,1.2227164887307236,3,3,"[T28 W: 0, T21 W: 18.0, T34 W: 15.0, T39 W: 9.0, T34 W: 5.0, T21 W: 9.0, T46 W: 0]",0.25
320,erdos-renyi,50,17,248.0,0.05882352941176471,1.2924573055028463,3,3,"[T8 W: 0, T33 W: 18.0, T3 W: 8.0, T1 W: 5.0, T20 W: 12.0, T15 W: 11.0, T37 W: 0]",0.33
321,erdos-renyi,50,17,215.0,0.052721922511034816,1.384011770475723,3,3,"[T24 W: 0, T0 W: 18.0, T25 W: 16.0, T2 W: 5.0, T22 W: 10.0, T0 W: 16.0, T37 W: 0]",0.33
322,erdos-renyi,50,17,235.0,0.05751346059716104,1.268232990699951,3,3,"[T27 W: 0, T28 W: 18.0, T3 W: 9.0, T26 W: 14.0, T38 W: 9.0, T35 W: 0]",0.33
323,erdos-renyi,50,17,272.0,0.06643869076697606,1.2484123106985834,3,3,"[T0 W: 0, T37 W: 8.0, T32 W: 10.0, T12 W: 4.0, T15 W: 9.0, T43 W: 18.0, T9 W: 18.0, T30 W: 0]",0.33
324,erdos-renyi,50,17,244.0,0.05882352941176471,1.4997589199614272,3,3,"[T25 W: 0, T0 W: 7.0, T46 W: 10.0, T18 W: 6.0, T27 W: 8.0, T2 W: 14.0, T31 W: 0]",0.33
325,erdos-renyi,50,23,299.0,0.057235834609494635,1.453292496171516,3,3,"[T33 W: 0, T20 W: 16.0, T34 W: 6.0, T41 W: 4.0, T11 W: 7.0, T14 W: 9.0, T37 W: 0]",0.45
326,erdos-renyi,50,23,346.0,0.058604336043360426,1.4568089430894309,3,3,"[T9 W: 0, T13 W: 8.0, T30 W: 13.0, T39 W: 6.0, T10 W: 12.0, T13 W: 10.0, T25 W: 18.0, T12 W: 0]",0.45
327,erdos-renyi,50,23,329.0,0.05866619115549215,1.473965763195435,3,3,"[T27 W: 0, T3 W: 9.0, T42 W: 8.0, T20 W: 4.0, T33 W: 3.0, T31 W: 12.0, T30 W: 9.0, T36 W: 0]",0.45
328,erdos-renyi,50,23,284.0,0.053103964098728494,1.3343305908750935,3,3,"[T17 W: 0, T40 W: 18.0, T47 W: 7.0, T1 W: 9.0, T12 W: 12.0, T18 W: 16.0, T31 W: 0]",0.45
329,erdos-renyi,50,23,294.0,0.05357142857142857,1.3886661807580174,3,3,"[T43 W: 0, T18 W: 18.0, T15 W: 16.0, T42 W: 9.0, T49 W: 7.0, T21 W: 9.0, T44 W: 0]",0.45
330,erdos-renyi,50,13,25.0,0.007754342431761788,0.9528535980148884,26,2d,"[T36 W: 0, T47 W: 17.0, T49 W: 0]",0.25
331,erdos-renyi,50,13,26.0,0.008039579468150895,0.8256029684601113,26,2d,"[T16 W: 0, T35 W: 9.0, T36 W: 0]",0.25
332,erdos-renyi,50,13,36.0,0.010810810810810813,0.8906906906906907,26,2d,"[T21 W: 0, T47 W: 18.0, T46 W: 0]",0.25
333,erdos-renyi,50,13,28.0,0.008333333333333333,0.8306547619047621,26,2d,"[T9 W: 0, T44 W: 12.0, T19 W: 0]",0.25
334,erdos-renyi,50,13,31.0,0.010808926080892609,0.951534170153417,24,2d,"[T1 W: 0, T20 W: 16.0, T12 W: 0]",0.25
335,erdos-renyi,50,17,29.0,0.006974506974506974,0.8571428571428571,32,2d,"[T18 W: 0, T49 W: 14.0, T28 W: 0]",0.33
336,erdos-renyi,50,17,33.0,0.00772110435189518,0.8984557791296209,36,2d,"[T14 W: 0, T28 W: 15.0, T15 W: 0]",0.33
337,erdos-renyi,50,17,34.0,0.008173076923076924,0.859375,32,2d,"[T14 W: 0, T0 W: 17.0, T36 W: 0]",0.33
338,erdos-renyi,50,17,28.0,0.006042296072507553,0.889943892965041,36,2d,"[T7 W: 0, T39 W: 15.0, T42 W: 0]",0.33
339,erdos-renyi,50,17,31.0,0.007828282828282828,0.8815656565656566,32,2d,"[T10 W: 0, T45 W: 15.0, T14 W: 0]",0.33
340,erdos-renyi,50,23,31.0,0.005595667870036101,0.9279783393501804,44,2d,"[T23 W: 0, T49 W: 18.0, T46 W: 0]",0.45
341,erdos-renyi,50,23,34.0,0.006077940650697175,0.9926707186271004,46,2d,"[T14 W: 0, T16 W: 17.0, T19 W: 0]",0.45
342,erdos-renyi,50,23,30.0,0.005055611729019211,1.0694304010785305,46,2d,"[T12 W: 0, T46 W: 15.0, T43 W: 0]",0.45
343,erdos-renyi,50,23,30.0,0.0051457975986277885,0.9279588336192108,46,2d,"[T10 W: 0, T3 W: 16.0, T37 W: 0]",0.45
344,erdos-renyi,50,23,31.0,0.005798728020950243,0.8973063973063973,42,2d,"[T15 W: 0, T47 W: 17.0, T21 W: 0]",0.45
345,erdos-renyi,50,13,26.0,0.007960808328230252,0.7911818738518065,52,4d,"[T26 W: 0, T19 W: 16.0, T45 W: 0]",0.25
346,erdos-renyi,50,13,34.0,0.012142857142857144,0.8303571428571429,48,4d,"[T7 W: 0, T31 W: 18.0, T15 W: 0]",0.25
347,erdos-renyi,50,13,29.0,0.00831899024670109,0.9397590361445785,56,4d,"[T40 W: 0, T37 W: 13.0, T45 W: 0]",0.25
348,erdos-renyi,50,13,27.0,0.008485229415461974,0.7752985543683218,52,4d,"[T5 W: 0, T32 W: 9.0, T13 W: 0]",0.25
349,erdos-renyi,50,13,28.0,0.00902061855670103,0.8788659793814433,48,4d,"[T21 W: 0, T30 W: 15.0, T43 W: 0]",0.25
350,erdos-renyi,50,17,28.0,0.00659444182760245,0.9140367404616108,68,4d,"[T14 W: 0, T35 W: 13.0, T49 W: 0]",0.33
351,erdos-renyi,50,17,33.0,0.007369361322018758,0.9665029030817328,72,4d,"[T13 W: 0, T10 W: 17.0, T39 W: 0]",0.33
352,erdos-renyi,50,17,33.0,0.008001939864209506,0.8084384093113482,68,4d,"[T15 W: 0, T44 W: 17.0, T47 W: 0]",0.33
353,erdos-renyi,50,17,31.0,0.0072126570497906,0.9120521172638436,68,4d,"[T37 W: 0, T27 W: 18.0, T48 W: 0]",0.33
354,erdos-renyi,50,17,30.0,0.007466401194624191,0.9915380786460926,64,4d,"[T6 W: 0, T29 W: 13.0, T13 W: 0]",0.33
355,erdos-renyi,50,23,32.0,0.0053475935828877,0.9288101604278076,92,4d,"[T7 W: 0, T19 W: 16.0, T15 W: 0]",0.45
356,erdos-renyi,50,23,32.0,0.0056318197817669825,0.9560014079549456,92,4d,"[T10 W: 0, T4 W: 16.0, T49 W: 0]",0.45
357,erdos-renyi,50,23,35.0,0.005986999657885734,0.9473144030106057,92,4d,"[T11 W: 0, T40 W: 17.0, T22 W: 0]",0.45
358,erdos-renyi,50,23,31.0,0.005415793151642208,0.908280922431866,96,4d,"[T0 W: 0, T39 W: 15.0, T9 W: 0]",0.45
359,erdos-renyi,50,23,29.0,0.00537037037037037,0.8922222222222222,88,4d,"[T21 W: 0, T32 W: 15.0, T38 W: 0]",0.45
360,erdos-renyi,50,13,27.0,0.00889914304548451,0.9294660514172708,78,6d,"[T17 W: 0, T12 W: 11.0, T33 W: 0]",0.25
361,erdos-renyi,50,13,35.0,0.009948834565093805,0.8402501421262081,84,6d,"[T10 W: 0, T29 W: 18.0, T28 W: 0]",0.25
362,erdos-renyi,50,13,30.0,0.009410288582183186,0.8538268506900878,78,6d,"[T18 W: 0, T19 W: 15.0, T32 W: 0]",0.25
363,erdos-renyi,50,13,26.0,0.008469055374592834,0.8211726384364821,78,6d,"[T3 W: 0, T45 W: 13.0, T25 W: 0]",0.25
364,erdos-renyi,50,13,27.0,0.008659397049390635,0.757857601026299,72,6d,"[T5 W: 0, T24 W: 9.0, T43 W: 0]",0.25
365,erdos-renyi,50,17,26.0,0.006542526421741319,0.9227478610971314,102,6d,"[T11 W: 0, T34 W: 14.0, T39 W: 0]",0.33
366,erdos-renyi,50,17,36.0,0.008687258687258687,1.0781853281853282,102,6d,"[T13 W: 0, T48 W: 18.0, T35 W: 0]",0.33
367,erdos-renyi,50,17,31.0,0.007426928605654049,0.8620028749401054,96,6d,"[T24 W: 0, T44 W: 15.0, T34 W: 0]",0.33
368,erdos-renyi,50,17,28.0,0.006779661016949152,0.8883777239709443,102,6d,"[T43 W: 0, T10 W: 10.0, T47 W: 0]",0.33
369,erdos-renyi,50,17,32.0,0.0074453234062354596,0.9329920893438808,102,6d,"[T6 W: 0, T19 W: 15.0, T10 W: 0]",0.33
370,erdos-renyi,50,23,34.0,0.006206644760861628,0.9300839722526468,132,6d,"[T2 W: 0, T39 W: 17.0, T10 W: 0]",0.45
371,erdos-renyi,50,23,31.0,0.005492558469170801,0.913536498936924,138,6d,"[T18 W: 0, T38 W: 16.0, T42 W: 0]",0.45
372,erdos-renyi,50,23,31.0,0.005436688881094353,0.9440547176429324,132,6d,"[T45 W: 0, T39 W: 17.0, T46 W: 0]",0.45
373,erdos-renyi,50,23,35.0,0.006338283230713509,0.9096341905106844,132,6d,"[T32 W: 0, T49 W: 18.0, T48 W: 0]",0.45
374,erdos-renyi,50,23,29.0,0.0051952705123611605,0.946434969544966,132,6d,"[T0 W: 0, T21 W: 16.0, T44 W: 0]",0.45
375,erdos-renyi,50,13,26.0,0.008614976805831677,0.8508946322067594,96,8d,"[T11 W: 0, T18 W: 17.0, T46 W: 0]",0.25
376,erdos-renyi,50,13,26.0,0.007902735562310031,0.8361702127659575,104,8d,"[T45 W: 0, T0 W: 17.0, T49 W: 0]",0.25
377,erdos-renyi,50,13,26.0,0.007733491969066031,0.7980368828078525,104,8d,"[T11 W: 0, T37 W: 9.0, T24 W: 0]",0.25
378,erdos-renyi,50,13,29.0,0.00981719702098849,1.017603249830738,104,8d,"[T5 W: 0, T18 W: 11.0, T48 W: 0]",0.25
379,erdos-renyi,50,13,35.0,0.010903426791277258,0.8738317757009346,104,8d,"[T5 W: 0, T23 W: 18.0, T38 W: 0]",0.25
380,erdos-renyi,50,17,27.0,0.006401137980085347,0.9027975343764816,136,8d,"[T10 W: 0, T26 W: 12.0, T36 W: 0]",0.33
381,erdos-renyi,50,17,28.0,0.0072651790347690705,0.8419823559937727,128,8d,"[T4 W: 0, T24 W: 10.0, T7 W: 0]",0.33
382,erdos-renyi,50,17,29.0,0.006728538283062645,0.8359628770301624,136,8d,"[T3 W: 0, T33 W: 16.0, T47 W: 0]",0.33
383,erdos-renyi,50,17,33.0,0.007879656160458453,0.9114135625596944,136,8d,"[T17 W: 0, T9 W: 15.0, T42 W: 0]",0.33
384,erdos-renyi,50,17,31.0,0.007356430944470811,0.8583293782629331,136,8d,"[T8 W: 0, T13 W: 18.0, T21 W: 0]",0.33
385,erdos-renyi,50,23,36.0,0.0063447303489601705,0.8637645400070497,184,8d,"[T15 W: 0, T34 W: 18.0, T26 W: 0]",0.45
386,erdos-renyi,50,23,34.0,0.006000705965407695,0.9106953759265796,176,8d,"[T27 W: 0, T5 W: 17.0, T31 W: 0]",0.45
387,erdos-renyi,50,23,35.0,0.005928184281842819,0.9041327913279132,184,8d,"[T3 W: 0, T30 W: 18.0, T21 W: 0]",0.45
388,erdos-renyi,50,23,34.0,0.005954465849387041,0.9056042031523642,184,8d,"[T23 W: 0, T19 W: 16.0, T49 W: 0]",0.45
389,erdos-renyi,50,23,34.0,0.005884389061959155,0.921079958463136,184,8d,"[T10 W: 0, T49 W: 16.0, T20 W: 0]",0.45
390,erdos-renyi,50,13,31.0,0.009171597633136094,0.8952662721893491,130,10d,"[T34 W: 0, T10 W: 16.0, T44 W: 0]",0.25
391,erdos-renyi,50,13,29.0,0.009508196721311476,0.8098360655737705,120,10d,"[T16 W: 0, T7 W: 14.0, T41 W: 0]",0.25
392,erdos-renyi,50,13,27.0,0.007803468208092484,0.8684971098265896,130,10d,"[T29 W: 0, T5 W: 18.0, T31 W: 0]",0.25
393,erdos-renyi,50,13,29.0,0.008584961515689757,0.9600355239786856,140,10d,"[T40 W: 0, T35 W: 13.0, T46 W: 0]",0.25
394,erdos-renyi,50,13,27.0,0.007381082558775287,0.8936577364680153,140,10d,"[T0 W: 0, T44 W: 18.0, T42 W: 0]",0.25
395,erdos-renyi,50,17,30.0,0.00675067506750675,0.9608460846084608,170,10d,"[T1 W: 0, T26 W: 16.0, T31 W: 0]",0.33
396,erdos-renyi,50,17,34.0,0.008461921353907416,0.9118964659034344,160,10d,"[T27 W: 0, T24 W: 18.0, T37 W: 0]",0.33
397,erdos-renyi,50,17,31.0,0.006629597946963215,0.9443969204448246,180,10d,"[T8 W: 0, T5 W: 15.0, T21 W: 0]",0.33
398,erdos-renyi,50,17,29.0,0.007239141288067899,0.9398402396405392,160,10d,"[T21 W: 0, T8 W: 15.0, T27 W: 0]",0.33
399,erdos-renyi,50,17,31.0,0.00748792270531401,0.8533816425120773,160,10d,"[T7 W: 0, T21 W: 14.0, T23 W: 0]",0.33
400,erdos-renyi,50,23,32.0,0.005576856047403277,0.9471941443011502,240,10d,"[T9 W: 0, T36 W: 17.0, T15 W: 0]",0.45
401,erdos-renyi,50,23,35.0,0.006106071179344035,1.0153524075366365,230,10d,"[T12 W: 0, T3 W: 17.0, T38 W: 0]",0.45
402,erdos-renyi,50,23,30.0,0.005285412262156447,0.985553206483439,230,10d,"[T10 W: 0, T16 W: 15.0, T29 W: 0]",0.45
403,erdos-renyi,50,23,28.0,0.004946996466431096,1.0537102473498232,230,10d,"[T2 W: 0, T38 W: 18.0, T27 W: 0]",0.45
404,erdos-renyi,50,23,34.0,0.00572197913160552,1.004712218108381,240,10d,"[T1 W: 0, T2 W: 18.0, T25 W: 0]",0.45
405,erdos-renyi,50,13,29.0,0.009259259259259259,0.9013409961685824,156,12d,"[T3 W: 0, T17 W: 14.0, T15 W: 0]",0.25
406,erdos-renyi,50,13,27.0,0.008637236084452975,0.918426103646833,144,12d,"[T11 W: 0, T40 W: 14.0, T28 W: 0]",0.25
407,erdos-renyi,50,13,26.0,0.008485639686684074,0.8404046997389034,144,12d,"[T1 W: 0, T47 W: 17.0, T15 W: 0]",0.25
408,erdos-renyi,50,13,30.0,0.009881422924901186,0.8705533596837944,144,12d,"[T18 W: 0, T49 W: 15.0, T31 W: 0]",0.25
409,erdos-renyi,50,13,34.0,0.011310711909514305,0.830671989354624,144,12d,"[T33 W: 0, T3 W: 18.0, T43 W: 0]",0.25
410,erdos-renyi,50,17,33.0,0.007663725034835114,1.0088248954946586,204,12d,"[T14 W: 0, T41 W: 16.0, T46 W: 0]",0.33
411,erdos-renyi,50,17,33.0,0.007898516036381044,0.9348970799425562,204,12d,"[T3 W: 0, T49 W: 17.0, T5 W: 0]",0.33
412,erdos-renyi,50,17,29.0,0.007235528942115769,0.8051397205588823,192,12d,"[T23 W: 0, T13 W: 11.0, T26 W: 0]",0.33
413,erdos-renyi,50,17,28.0,0.0067829457364341076,0.8861434108527132,204,12d,"[T11 W: 0, T6 W: 12.0, T33 W: 0]",0.33
414,erdos-renyi,50,17,31.0,0.007175925925925927,0.8837962962962963,204,12d,"[T9 W: 0, T20 W: 17.0, T49 W: 0]",0.33
415,erdos-renyi,50,23,32.0,0.005565217391304347,0.8916521739130435,276,12d,"[T2 W: 0, T3 W: 17.0, T42 W: 0]",0.45
416,erdos-renyi,50,23,32.0,0.0055710306406685246,1.0261142061281336,276,12d,"[T27 W: 0, T45 W: 16.0, T43 W: 0]",0.45
417,erdos-renyi,50,23,29.0,0.005217704210147535,0.8821518531845988,264,12d,"[T13 W: 0, T29 W: 16.0, T30 W: 0]",0.45
418,erdos-renyi,50,23,31.0,0.005535714285714285,0.9257142857142856,276,12d,"[T25 W: 0, T14 W: 18.0, T39 W: 0]",0.45
419,erdos-renyi,50,23,34.0,0.00546975546975547,0.9921171171171173,288,12d,"[T12 W: 0, T25 W: 17.0, T41 W: 0]",0.45
420,erdos-renyi,75,19,320.0,0.04612280196021908,1.3704237532430097,3,3,"[T11 W: 0, T18 W: 18.0, T48 W: 14.0, T45 W: 3.0, T26 W: 4.0, T70 W: 6.0, T6 W: 18.0, T31 W: 0]",0.25
421,erdos-renyi,75,19,385.0,0.05493721461187215,1.288812785388128,3,3,"[T43 W: 0, T8 W: 18.0, T69 W: 14.0, T35 W: 3.0, T13 W: 2.0, T35 W: 13.0, T31 W: 17.0, T15 W: 18.0, T61 W: 0]",0.25
422,erdos-renyi,75,19,256.0,0.0367816091954023,1.4455459770114942,3,3,"[T24 W: 0, T16 W: 18.0, T32 W: 7.0, T14 W: 4.0, T26 W: 14.0, T29 W: 18.0, T25 W: 0]",0.25
423,erdos-renyi,75,19,302.0,0.04113320621084173,1.3146281667120676,3,3,"[T3 W: 0, T5 W: 8.0, T40 W: 16.0, T16 W: 8.0, T57 W: 14.0, T38 W: 8.0, T55 W: 0]",0.25
424,erdos-renyi,75,19,256.0,0.039445300462249616,1.2861325115562403,3,3,"[T14 W: 0, T0 W: 18.0, T19 W: 16.0, T65 W: 4.0, T18 W: 17.0, T72 W: 9.0, T45 W: 0]",0.25
425,erdos-renyi,75,25,378.0,0.042644404332129966,1.3907942238267148,3,3,"[T2 W: 0, T73 W: 9.0, T74 W: 17.0, T45 W: 10.0, T62 W: 1.0, T34 W: 6.0, T59 W: 5.0, T51 W: 15.0, T63 W: 0]",0.33
426,erdos-renyi,75,25,346.0,0.038299756475536864,1.3555457161833075,3,3,"[T5 W: 0, T9 W: 8.0, T45 W: 8.0, T56 W: 1.0, T29 W: 1.0, T8 W: 16.0, T14 W: 9.0, T26 W: 0]",0.33
427,erdos-renyi,75,25,395.0,0.04348304711580801,1.468956406869221,3,3,"[T30 W: 0, T28 W: 9.0, T62 W: 18.0, T22 W: 10.0, T62 W: 8.0, T35 W: 9.0, T48 W: 0]",0.33
428,erdos-renyi,75,25,391.0,0.041314454775993235,1.4117709213863059,3,3,"[T33 W: 0, T55 W: 9.0, T5 W: 7.0, T6 W: 8.0, T41 W: 3.0, T34 W: 8.0, T73 W: 8.0, T50 W: 9.0, T61 W: 0]",0.33
429,erdos-renyi,75,25,367.0,0.03919265271251602,1.4562152926099958,3,3,"[T17 W: 0, T24 W: 9.0, T66 W: 18.0, T35 W: 14.0, T51 W: 3.0, T31 W: 16.0, T42 W: 9.0, T54 W: 0]",0.33
430,erdos-renyi,75,34,476.0,0.03708898239052517,1.5940470624902603,3,3,"[T15 W: 0, T41 W: 18.0, T22 W: 8.0, T71 W: 14.0, T45 W: 3.0, T32 W: 5.0, T74 W: 18.0, T7 W: 16.0, T58 W: 0]",0.45
431,erdos-renyi,75,34,512.0,0.042043028411890296,1.5563310888487436,3,3,"[T19 W: 0, T3 W: 13.0, T38 W: 8.0, T70 W: 13.0, T17 W: 1.0, T14 W: 6.0, T3 W: 12.0, T49 W: 15.0, T23 W: 0]",0.45
432,erdos-renyi,75,34,613.0,0.04957140546660197,1.6594695131813035,3,3,"[T53 W: 0, T55 W: 8.0, T25 W: 7.0, T64 W: 14.0, T36 W: 4.0, T69 W: 10.0, T38 W: 9.0, T58 W: 9.0, T57 W: 0]",0.45
433,erdos-renyi,75,34,508.0,0.04144232338064937,1.5469897209985315,3,3,"[T0 W: 0, T17 W: 16.0, T20 W: 9.0, T67 W: 15.0, T30 W: 18.0, T26 W: 16.0, T51 W: 0]",0.45
434,erdos-renyi,75,34,522.0,0.042570543141412495,1.6809655847333225,3,3,"[T25 W: 0, T45 W: 9.0, T53 W: 16.0, T9 W: 12.0, T37 W: 8.0, T29 W: 8.0, T32 W: 5.0, T11 W: 9.0, T50 W: 0]",0.45
435,erdos-renyi,75,19,27.0,0.0038135593220338985,0.9252824858757062,38,2d,"[T1 W: 0, T34 W: 18.0, T27 W: 0]",0.25
436,erdos-renyi,75,19,35.0,0.004831584759801215,0.8753451131971287,40,2d,"[T24 W: 0, T36 W: 18.0, T46 W: 0]",0.25
437,erdos-renyi,75,19,26.0,0.003792298716452742,0.8417444574095683,38,2d,"[T15 W: 0, T4 W: 17.0, T63 W: 0]",0.25
438,erdos-renyi,75,19,29.0,0.0042684721813364725,0.8113040918457463,36,2d,"[T21 W: 0, T48 W: 15.0, T62 W: 0]",0.25
439,erdos-renyi,75,19,27.0,0.0038538395660862117,0.7662003996574365,36,2d,"[T2 W: 0, T8 W: 14.0, T42 W: 0]",0.25
440,erdos-renyi,75,25,30.0,0.0033259423503325947,0.8715077605321507,48,2d,"[T24 W: 0, T51 W: 16.0, T52 W: 0]",0.33
441,erdos-renyi,75,25,31.0,0.003205791106514995,0.841675284384695,50,2d,"[T25 W: 0, T72 W: 18.0, T32 W: 0]",0.33
442,erdos-renyi,75,25,30.0,0.003435639028859368,0.8412734768666972,46,2d,"[T44 W: 0, T48 W: 17.0, T57 W: 0]",0.33
443,erdos-renyi,75,25,32.0,0.003249390739236393,0.8474817221770918,52,2d,"[T3 W: 0, T65 W: 16.0, T42 W: 0]",0.33
444,erdos-renyi,75,25,30.0,0.003303964757709251,0.9055066079295154,48,2d,"[T61 W: 0, T44 W: 12.0, T73 W: 0]",0.33
