,graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,dan,most_congested_route,ratio
445,erdos-renyi,75,34,33.0,0.0026514542825004017,0.94472119556484,66,2d,"[T7 W: 0, T20 W: 16.0, T15 W: 0]",0.45
446,erdos-renyi,75,34,32.0,0.002535657686212361,0.9043581616481776,66,2d,"[T10 W: 0, T57 W: 16.0, T71 W: 0]",0.45
447,erdos-renyi,75,34,33.0,0.00270935960591133,0.8981937602627258,66,2d,"[T40 W: 0, T3 W: 15.0, T51 W: 0]",0.45
448,erdos-renyi,75,34,35.0,0.002808537955384369,0.9352431391429948,68,2d,"[T3 W: 0, T59 W: 17.0, T41 W: 0]",0.45
449,erdos-renyi,75,34,35.0,0.0028679121599475576,0.9196165191740412,66,2d,"[T29 W: 0, T30 W: 18.0, T62 W: 0]",0.45
450,erdos-renyi,75,19,34.0,0.00497366881217086,0.919836161497952,72,4d,"[T49 W: 0, T37 W: 17.0, T64 W: 0]",0.25
451,erdos-renyi,75,19,30.0,0.0043923865300146405,0.9137628111273792,72,4d,"[T9 W: 0, T64 W: 17.0, T70 W: 0]",0.25
452,erdos-renyi,75,19,27.0,0.003712871287128713,0.8546479647964796,76,4d,"[T26 W: 0, T55 W: 9.0, T29 W: 0]",0.25
453,erdos-renyi,75,19,30.0,0.0046253469010175755,0.85877274128893,72,4d,"[T6 W: 0, T45 W: 14.0, T15 W: 0]",0.25
454,erdos-renyi,75,19,35.0,0.0048678720445062594,0.839221140472879,76,4d,"[T67 W: 0, T54 W: 17.0, T72 W: 0]",0.25
455,erdos-renyi,75,25,29.0,0.003198059108954565,0.9460741067490076,100,4d,"[T26 W: 0, T72 W: 16.0, T66 W: 0]",0.33
456,erdos-renyi,75,25,36.0,0.004004449388209121,0.8331479421579533,96,4d,"[T0 W: 0, T55 W: 18.0, T10 W: 0]",0.33
457,erdos-renyi,75,25,32.0,0.0033984706881903144,0.8926295666949873,100,4d,"[T28 W: 0, T69 W: 16.0, T31 W: 0]",0.33
458,erdos-renyi,75,25,29.0,0.003279059249208503,0.9300090456806874,92,4d,"[T11 W: 0, T42 W: 11.0, T53 W: 0]",0.33
459,erdos-renyi,75,25,32.0,0.003381948848023673,0.886704713591207,100,4d,"[T3 W: 0, T14 W: 16.0, T25 W: 0]",0.33
460,erdos-renyi,75,34,36.0,0.0028072364316905803,0.9257641921397379,136,4d,"[T59 W: 0, T73 W: 18.0, T64 W: 0]",0.45
461,erdos-renyi,75,34,35.0,0.0027267061389841074,0.9153942038018076,132,4d,"[T49 W: 0, T6 W: 17.0, T54 W: 0]",0.45
462,erdos-renyi,75,34,32.0,0.002560819462227913,0.9211747759282972,136,4d,"[T7 W: 0, T39 W: 16.0, T73 W: 0]",0.45
463,erdos-renyi,75,34,34.0,0.0025914634146341465,0.9375,140,4d,"[T20 W: 0, T63 W: 17.0, T58 W: 0]",0.45
464,erdos-renyi,75,34,34.0,0.0027309236947791163,0.9856224899598394,132,4d,"[T16 W: 0, T36 W: 17.0, T27 W: 0]",0.45
465,erdos-renyi,75,19,31.0,0.004008275148694078,0.8366951124903026,126,6d,"[T9 W: 0, T64 W: 15.0, T15 W: 0]",0.25
466,erdos-renyi,75,19,32.0,0.004884004884004884,0.8391330891330891,102,6d,"[T16 W: 0, T27 W: 17.0, T25 W: 0]",0.25
467,erdos-renyi,75,19,29.0,0.00412752633077142,0.7833760318815827,114,6d,"[T8 W: 0, T2 W: 15.0, T21 W: 0]",0.25
468,erdos-renyi,75,19,28.0,0.004084014002333722,0.9174445740956826,114,6d,"[T26 W: 0, T13 W: 12.0, T27 W: 0]",0.25
469,erdos-renyi,75,19,32.0,0.0045108542430222715,0.8680575133915985,108,6d,"[T18 W: 0, T15 W: 15.0, T47 W: 0]",0.25
470,erdos-renyi,75,25,31.0,0.0032610982537344835,0.8661897748790238,150,6d,"[T3 W: 0, T15 W: 16.0, T50 W: 0]",0.33
471,erdos-renyi,75,25,34.0,0.003577441077441077,0.8877314814814815,144,6d,"[T15 W: 0, T19 W: 16.0, T45 W: 0]",0.33
472,erdos-renyi,75,25,33.0,0.00357297531398874,0.8490688609787787,144,6d,"[T8 W: 0, T53 W: 16.0, T25 W: 0]",0.33
473,erdos-renyi,75,25,34.0,0.0037836634765190296,0.8285110171377699,150,6d,"[T45 W: 0, T65 W: 17.0, T60 W: 0]",0.33
474,erdos-renyi,75,25,31.0,0.0031729785056294783,0.8894575230296827,156,6d,"[T50 W: 0, T31 W: 14.0, T74 W: 0]",0.33
475,erdos-renyi,75,34,32.0,0.00256328099967959,0.9283082345402116,198,6d,"[T15 W: 0, T56 W: 15.0, T55 W: 0]",0.45
476,erdos-renyi,75,34,31.0,0.002527723418134377,0.9204174820613176,198,6d,"[T27 W: 0, T13 W: 16.0, T30 W: 0]",0.45
477,erdos-renyi,75,34,35.0,0.0028896961690885073,0.9318031704095112,198,6d,"[T11 W: 0, T53 W: 17.0, T45 W: 0]",0.45
478,erdos-renyi,75,34,33.0,0.002571695760598504,0.9061720698254364,204,6d,"[T64 W: 0, T63 W: 18.0, T65 W: 0]",0.45
479,erdos-renyi,75,34,35.0,0.0028116966580976864,0.9298682519280206,198,6d,"[T10 W: 0, T56 W: 18.0, T36 W: 0]",0.45
480,erdos-renyi,75,19,27.0,0.004103343465045593,0.8679331306990882,144,8d,"[T4 W: 0, T70 W: 18.0, T21 W: 0]",0.25
481,erdos-renyi,75,19,27.0,0.003778337531486146,0.8827315980968374,152,8d,"[T14 W: 0, T29 W: 11.0, T33 W: 0]",0.25
482,erdos-renyi,75,19,27.0,0.003798536859876196,0.8462296004501969,152,8d,"[T11 W: 0, T28 W: 18.0, T68 W: 0]",0.25
483,erdos-renyi,75,19,32.0,0.004508312200619893,0.7993801070724148,152,8d,"[T19 W: 0, T4 W: 15.0, T36 W: 0]",0.25
484,erdos-renyi,75,19,31.0,0.004434907010014306,0.8917024320457797,152,8d,"[T11 W: 0, T32 W: 16.0, T57 W: 0]",0.25
485,erdos-renyi,75,25,33.0,0.0037338764426340797,0.8737270875763747,184,8d,"[T1 W: 0, T59 W: 16.0, T34 W: 0]",0.33
486,erdos-renyi,75,25,32.0,0.003527336860670194,0.8835978835978836,200,8d,"[T35 W: 0, T21 W: 18.0, T44 W: 0]",0.33
487,erdos-renyi,75,25,32.0,0.0034752389226759338,0.9825152041702868,200,8d,"[T7 W: 0, T39 W: 18.0, T56 W: 0]",0.33
488,erdos-renyi,75,25,32.0,0.003484320557491289,0.8440766550522648,192,8d,"[T7 W: 0, T5 W: 18.0, T57 W: 0]",0.33
489,erdos-renyi,75,25,36.0,0.0038167938931297713,0.9064885496183206,200,8d,"[T12 W: 0, T17 W: 18.0, T22 W: 0]",0.33
490,erdos-renyi,75,34,33.0,0.002570894359613587,0.9217824867559988,272,8d,"[T43 W: 0, T29 W: 16.0, T53 W: 0]",0.45
491,erdos-renyi,75,34,35.0,0.002933288635601743,0.9320315119007709,256,8d,"[T16 W: 0, T36 W: 17.0, T29 W: 0]",0.45
492,erdos-renyi,75,34,31.0,0.002457586808308229,0.9387188837799272,272,8d,"[T23 W: 0, T21 W: 15.0, T67 W: 0]",0.45
493,erdos-renyi,75,34,35.0,0.0028244028405422852,0.9113944480309876,264,8d,"[T18 W: 0, T64 W: 18.0, T22 W: 0]",0.45
494,erdos-renyi,75,34,31.0,0.0025080906148867315,0.9396440129449838,264,8d,"[T34 W: 0, T69 W: 16.0, T55 W: 0]",0.45
495,erdos-renyi,75,19,32.0,0.00423728813559322,0.8990995762711864,200,10d,"[T5 W: 0, T62 W: 17.0, T10 W: 0]",0.25
496,erdos-renyi,75,19,31.0,0.004731379731379731,0.8453907203907204,180,10d,"[T55 W: 0, T67 W: 16.0, T74 W: 0]",0.25
497,erdos-renyi,75,19,30.0,0.004464285714285714,0.8665178571428571,180,10d,"[T25 W: 0, T52 W: 15.0, T37 W: 0]",0.25
498,erdos-renyi,75,19,32.0,0.0046688065363291505,0.8288590604026845,180,10d,"[T21 W: 0, T38 W: 14.0, T41 W: 0]",0.25
499,erdos-renyi,75,19,32.0,0.004718372161604247,0.8494544382188145,180,10d,"[T9 W: 0, T65 W: 16.0, T64 W: 0]",0.25
500,erdos-renyi,75,25,29.0,0.003094323516858728,0.8989543320529236,250,10d,"[T27 W: 0, T28 W: 18.0, T51 W: 0]",0.33
501,erdos-renyi,75,25,32.0,0.0036815462494247594,0.8424988495167971,230,10d,"[T56 W: 0, T43 W: 18.0, T68 W: 0]",0.33
502,erdos-renyi,75,25,30.0,0.0032959789057350032,0.9067237969676994,250,10d,"[T30 W: 0, T62 W: 18.0, T65 W: 0]",0.33
503,erdos-renyi,75,25,31.0,0.003377642187840488,0.8584658967095228,240,10d,"[T20 W: 0, T33 W: 17.0, T67 W: 0]",0.33
504,erdos-renyi,75,25,35.0,0.003975465697410268,0.8601771921853703,240,10d,"[T20 W: 0, T54 W: 18.0, T52 W: 0]",0.33
505,erdos-renyi,75,34,31.0,0.002515825353027106,0.8744521993182924,330,10d,"[T21 W: 0, T13 W: 15.0, T48 W: 0]",0.45
506,erdos-renyi,75,34,30.0,0.002334267040149393,0.9230469965764084,340,10d,"[T1 W: 0, T63 W: 15.0, T36 W: 0]",0.45
507,erdos-renyi,75,34,35.0,0.0028116966580976864,0.9224775064267352,330,10d,"[T9 W: 0, T28 W: 17.0, T14 W: 0]",0.45
508,erdos-renyi,75,34,33.0,0.002704031465093412,0.9247787610619468,330,10d,"[T0 W: 0, T61 W: 15.0, T30 W: 0]",0.45
509,erdos-renyi,75,34,35.0,0.0026960406716992763,1.006932676012941,340,10d,"[T11 W: 0, T55 W: 17.0, T48 W: 0]",0.45
510,erdos-renyi,75,19,31.0,0.004254735108427121,0.8181443864946473,240,12d,"[T18 W: 0, T3 W: 16.0, T55 W: 0]",0.25
511,erdos-renyi,75,19,30.0,0.0044286979627989375,0.9123117803365809,228,12d,"[T22 W: 0, T26 W: 13.0, T33 W: 0]",0.25
512,erdos-renyi,75,19,33.0,0.004201680672268907,0.8328240387063917,240,12d,"[T46 W: 0, T69 W: 18.0, T53 W: 0]",0.25
513,erdos-renyi,75,19,27.0,0.004023845007451565,0.8283159463487332,216,12d,"[T21 W: 0, T50 W: 16.0, T38 W: 0]",0.25
514,erdos-renyi,75,19,33.0,0.0049609140108238135,0.8462116656644618,216,12d,"[T3 W: 0, T68 W: 16.0, T40 W: 0]",0.25
515,erdos-renyi,75,25,30.0,0.0033252050543116827,0.9031256927510529,288,12d,"[T19 W: 0, T47 W: 17.0, T26 W: 0]",0.33
516,erdos-renyi,75,25,34.0,0.0037618942243859256,0.9240982518256252,288,12d,"[T29 W: 0, T10 W: 16.0, T70 W: 0]",0.33
517,erdos-renyi,75,25,34.0,0.003642596957360189,0.8561174201842725,300,12d,"[T11 W: 0, T5 W: 17.0, T52 W: 0]",0.33
518,erdos-renyi,75,25,32.0,0.003369839932603201,0.8413016006739681,300,12d,"[T16 W: 0, T48 W: 15.0, T28 W: 0]",0.33
519,erdos-renyi,75,25,34.0,0.00390535263036986,0.90868366643694,276,12d,"[T30 W: 0, T8 W: 17.0, T52 W: 0]",0.33
520,erdos-renyi,75,34,33.0,0.0027053615346778162,0.9120347597966879,396,12d,"[T8 W: 0, T6 W: 18.0, T33 W: 0]",0.45
521,erdos-renyi,75,34,35.0,0.002708559046587216,0.9709023370995202,420,12d,"[T20 W: 0, T68 W: 17.0, T22 W: 0]",0.45
522,erdos-renyi,75,34,34.0,0.0027606365703150373,0.8810490418967197,396,12d,"[T45 W: 0, T2 W: 16.0, T73 W: 0]",0.45
523,erdos-renyi,75,34,34.0,0.00275884453099643,0.9441739694904252,396,12d,"[T1 W: 0, T27 W: 17.0, T34 W: 0]",0.45
524,erdos-renyi,75,34,33.0,0.002789046653144016,0.9101588911426641,396,12d,"[T20 W: 0, T47 W: 16.0, T67 W: 0]",0.45
525,erdos-renyi,100,25,353.0,0.028380768612317094,1.388486894999196,3,3,"[T16 W: 0, T1 W: 18.0, T35 W: 12.0, T7 W: 2.0, T8 W: 2.0, T6 W: 6.0, T93 W: 15.0, T74 W: 16.0, T30 W: 0]",0.25
526,erdos-renyi,100,25,399.0,0.032224196414149565,1.3972702309804554,3,3,"[T11 W: 0, T27 W: 16.0, T88 W: 10.0, T46 W: 5.0, T78 W: 5.0, T53 W: 12.0, T9 W: 16.0, T42 W: 9.0, T95 W: 0]",0.25
527,erdos-renyi,100,25,348.0,0.0285012285012285,1.3466830466830466,3,3,"[T37 W: 0, T71 W: 15.0, T40 W: 8.0, T78 W: 4.0, T57 W: 2.0, T71 W: 14.0, T60 W: 9.0, T23 W: 16.0, T91 W: 0]",0.25
528,erdos-renyi,100,25,409.0,0.032337128399746985,1.4048861480075903,3,3,"[T30 W: 0, T17 W: 18.0, T68 W: 16.0, T48 W: 7.0, T81 W: 3.0, T64 W: 6.0, T2 W: 15.0, T8 W: 18.0, T38 W: 0]",0.25
529,erdos-renyi,100,25,325.0,0.027547041871503645,1.4555009323614172,3,3,"[T32 W: 0, T49 W: 18.0, T11 W: 8.0, T98 W: 8.0, T7 W: 3.0, T49 W: 5.0, T9 W: 5.0, T65 W: 12.0, T79 W: 0]",0.25
530,erdos-renyi,100,33,459.0,0.02762065230472981,1.4697316163196534,3,3,"[T78 W: 0, T51 W: 17.0, T89 W: 9.0, T97 W: 8.0, T51 W: 12.0, T87 W: 9.0, T92 W: 0]",0.33
531,erdos-renyi,100,33,528.0,0.03171933197164484,1.482518322720173,3,3,"[T78 W: 0, T9 W: 18.0, T20 W: 14.0, T31 W: 14.0, T21 W: 6.0, T74 W: 4.0, T11 W: 8.0, T13 W: 10.0, T85 W: 0]",0.33
532,erdos-renyi,100,33,595.0,0.03496708979783733,1.5507757404795486,3,3,"[T32 W: 0, T24 W: 9.0, T45 W: 9.0, T52 W: 14.0, T20 W: 3.0, T99 W: 7.0, T24 W: 8.0, T0 W: 11.0, T68 W: 0]",0.33
533,erdos-renyi,100,33,537.0,0.032977155490051584,1.5994841562269713,3,3,"[T14 W: 0, T5 W: 17.0, T21 W: 9.0, T75 W: 17.0, T31 W: 2.0, T97 W: 14.0, T86 W: 18.0, T3 W: 9.0, T51 W: 0]",0.33
534,erdos-renyi,100,33,537.0,0.031756357185097575,1.4651094027202838,3,3,"[T55 W: 0, T69 W: 9.0, T57 W: 12.0, T79 W: 8.0, T41 W: 4.0, T36 W: 6.0, T45 W: 18.0, T2 W: 18.0, T95 W: 0]",0.33
535,erdos-renyi,100,45,654.0,0.029501984843016964,1.6624864669794297,3,3,"[T16 W: 0, T58 W: 10.0, T9 W: 9.0, T72 W: 12.0, T27 W: 2.0, T11 W: 13.0, T71 W: 10.0, T30 W: 18.0, T96 W: 0]",0.45
536,erdos-renyi,100,45,842.0,0.03803758583303216,1.8319931333574269,3,3,"[T11 W: 0, T16 W: 9.0, T57 W: 18.0, T29 W: 14.0, T67 W: 3.0, T28 W: 14.0, T35 W: 9.0, T40 W: 12.0, T72 W: 0]",0.45
537,erdos-renyi,100,45,785.0,0.035236556243827995,1.8957716132507407,3,3,"[T31 W: 0, T38 W: 10.0, T91 W: 18.0, T65 W: 10.0, T18 W: 4.0, T13 W: 5.0, T61 W: 9.0, T92 W: 13.0, T45 W: 0]",0.45
538,erdos-renyi,100,45,651.0,0.02991452991452992,1.72709309806084,3,3,"[T38 W: 0, T77 W: 8.0, T68 W: 16.0, T37 W: 8.0, T4 W: 2.0, T31 W: 12.0, T57 W: 8.0, T13 W: 9.0, T79 W: 0]",0.45
539,erdos-renyi,100,45,705.0,0.0316200215285253,1.6584140653031934,3,3,"[T44 W: 0, T60 W: 9.0, T25 W: 9.0, T77 W: 11.0, T37 W: 5.0, T20 W: 5.0, T77 W: 9.0, T39 W: 9.0, T83 W: 0]",0.45
540,erdos-renyi,100,25,33.0,0.002716049382716049,0.8237860082304527,48,2d,"[T50 W: 0, T23 W: 16.0, T68 W: 0]",0.25
541,erdos-renyi,100,25,27.0,0.0021462639109697933,0.8155802861685215,50,2d,"[T5 W: 0, T99 W: 18.0, T70 W: 0]",0.25
542,erdos-renyi,100,25,34.0,0.002723922448325589,0.8428937670245154,50,2d,"[T30 W: 0, T37 W: 17.0, T97 W: 0]",0.25
543,erdos-renyi,100,25,29.0,0.002372770414007527,0.8300605465553922,50,2d,"[T16 W: 0, T86 W: 13.0, T80 W: 0]",0.25
544,erdos-renyi,100,25,30.0,0.0023651844843897824,0.8025070955534531,50,2d,"[T50 W: 0, T55 W: 14.0, T79 W: 0]",0.25
545,erdos-renyi,100,33,33.0,0.001983411467724486,0.866570501262171,66,2d,"[T14 W: 0, T13 W: 18.0, T94 W: 0]",0.33
546,erdos-renyi,100,33,33.0,0.0019886706038327105,0.850006026274557,66,2d,"[T40 W: 0, T39 W: 15.0, T97 W: 0]",0.33
547,erdos-renyi,100,33,32.0,0.001977750309023486,0.8590234857849196,64,2d,"[T31 W: 0, T66 W: 15.0, T36 W: 0]",0.33
548,erdos-renyi,100,33,34.0,0.002015411973918198,0.8176052163604031,68,2d,"[T38 W: 0, T32 W: 18.0, T89 W: 0]",0.33
549,erdos-renyi,100,33,33.0,0.0020630157539384846,0.8368342085521381,66,2d,"[T3 W: 0, T86 W: 17.0, T46 W: 0]",0.33
550,erdos-renyi,100,45,34.0,0.0015409717186366933,0.8921773023930384,88,2d,"[T10 W: 0, T37 W: 17.0, T72 W: 0]",0.45
551,erdos-renyi,100,45,35.0,0.0015598538194134947,0.9235225955967556,90,2d,"[T88 W: 0, T93 W: 17.0, T89 W: 0]",0.45
552,erdos-renyi,100,45,33.0,0.0014919974681255087,0.9152726286282664,90,2d,"[T3 W: 0, T24 W: 16.0, T49 W: 0]",0.45
553,erdos-renyi,100,45,34.0,0.001567687200295094,0.8867576540022132,88,2d,"[T25 W: 0, T85 W: 17.0, T42 W: 0]",0.45
554,erdos-renyi,100,45,34.0,0.0015794852736225962,0.8836755551426182,88,2d,"[T5 W: 0, T98 W: 18.0, T81 W: 0]",0.45
555,erdos-renyi,100,25,30.0,0.002444190972788007,0.8122861332898811,96,4d,"[T23 W: 0, T24 W: 14.0, T49 W: 0]",0.25
556,erdos-renyi,100,25,32.0,0.002482544608223429,0.8396431342125679,100,4d,"[T12 W: 0, T43 W: 18.0, T63 W: 0]",0.25
557,erdos-renyi,100,25,30.0,0.002440611780019525,0.8560039049788479,100,4d,"[T12 W: 0, T86 W: 13.0, T43 W: 0]",0.25
558,erdos-renyi,100,25,34.0,0.002915951972555746,0.8678387650085764,96,4d,"[T29 W: 0, T96 W: 17.0, T87 W: 0]",0.25
559,erdos-renyi,100,25,28.0,0.002269779507133593,0.8749189364461738,96,4d,"[T67 W: 0, T51 W: 16.0, T95 W: 0]",0.25
560,erdos-renyi,100,33,31.0,0.0018679199807182453,0.8609303446613642,132,4d,"[T55 W: 0, T57 W: 16.0, T86 W: 0]",0.33
561,erdos-renyi,100,33,36.0,0.002275888228600329,0.8609811607029966,128,4d,"[T1 W: 0, T63 W: 18.0, T82 W: 0]",0.33
562,erdos-renyi,100,33,34.0,0.002099802371541502,0.8510375494071146,132,4d,"[T6 W: 0, T81 W: 17.0, T64 W: 0]",0.33
563,erdos-renyi,100,33,32.0,0.0020594671128845413,0.9140172480370704,128,4d,"[T66 W: 0, T96 W: 17.0, T72 W: 0]",0.33
564,erdos-renyi,100,33,30.0,0.0017363120731566154,0.8091214260909827,136,4d,"[T13 W: 0, T41 W: 16.0, T56 W: 0]",0.33
565,erdos-renyi,100,45,36.0,0.0015704065608096321,0.9004972954109229,184,4d,"[T35 W: 0, T25 W: 18.0, T88 W: 0]",0.45
566,erdos-renyi,100,45,36.0,0.0016286644951140064,0.9825370973579444,176,4d,"[T9 W: 0, T54 W: 18.0, T37 W: 0]",0.45
567,erdos-renyi,100,45,32.0,0.001411308106200935,0.8994442974331834,180,4d,"[T13 W: 0, T55 W: 18.0, T17 W: 0]",0.45
568,erdos-renyi,100,45,32.0,0.0013850415512465374,0.9165512465373962,180,4d,"[T19 W: 0, T96 W: 16.0, T36 W: 0]",0.45
569,erdos-renyi,100,45,35.0,0.0015246558633908347,0.9078236626589998,176,4d,"[T43 W: 0, T42 W: 18.0, T87 W: 0]",0.45
570,erdos-renyi,100,25,35.0,0.0026927219572241887,0.7971995691644869,150,6d,"[T72 W: 0, T16 W: 17.0, T95 W: 0]",0.25
571,erdos-renyi,100,25,27.0,0.002247752247752248,0.8220113220113221,150,6d,"[T4 W: 0, T80 W: 11.0, T15 W: 0]",0.25
572,erdos-renyi,100,25,31.0,0.002568776930725886,0.9331289360291679,150,6d,"[T25 W: 0, T52 W: 15.0, T77 W: 0]",0.25
573,erdos-renyi,100,25,31.0,0.002397525135344161,0.934261407579273,156,6d,"[T10 W: 0, T47 W: 18.0, T12 W: 0]",0.25
574,erdos-renyi,100,25,31.0,0.0024871630295250323,0.8192394094993581,144,6d,"[T4 W: 0, T18 W: 13.0, T78 W: 0]",0.25
575,erdos-renyi,100,33,32.0,0.0019027232726840288,0.8652634082530622,198,6d,"[T31 W: 0, T76 W: 17.0, T94 W: 0]",0.33
576,erdos-renyi,100,33,33.0,0.001971090670170828,0.8469716879703739,198,6d,"[T17 W: 0, T42 W: 18.0, T58 W: 0]",0.33
577,erdos-renyi,100,33,32.0,0.001977505870720554,0.8451365714991966,192,6d,"[T55 W: 0, T90 W: 18.0, T85 W: 0]",0.33
578,erdos-renyi,100,33,33.0,0.001983649915845155,0.8828444337581149,204,6d,"[T5 W: 0, T2 W: 17.0, T57 W: 0]",0.33
579,erdos-renyi,100,33,33.0,0.0019411764705882352,0.8793529411764706,204,6d,"[T32 W: 0, T20 W: 16.0, T90 W: 0]",0.33
580,erdos-renyi,100,45,35.0,0.0015322651256457402,0.8869626127309342,270,6d,"[T7 W: 0, T9 W: 18.0, T79 W: 0]",0.45
581,erdos-renyi,100,45,34.0,0.0015267175572519086,0.9037718904355636,270,6d,"[T2 W: 0, T1 W: 17.0, T59 W: 0]",0.45
582,erdos-renyi,100,45,36.0,0.0015867418899858955,0.9040902679830748,270,6d,"[T19 W: 0, T34 W: 18.0, T79 W: 0]",0.45
583,erdos-renyi,100,45,35.0,0.001577855919213777,0.9369308448291408,264,6d,"[T62 W: 0, T14 W: 18.0, T96 W: 0]",0.45
584,erdos-renyi,100,45,36.0,0.0016244021297716813,0.904927353126974,270,6d,"[T5 W: 0, T96 W: 18.0, T72 W: 0]",0.45
585,erdos-renyi,100,25,36.0,0.002967848309975268,0.8026380873866447,200,8d,"[T48 W: 0, T10 W: 18.0, T85 W: 0]",0.25
586,erdos-renyi,100,25,33.0,0.0026755310523755467,0.8097940651856657,200,8d,"[T28 W: 0, T84 W: 15.0, T46 W: 0]",0.25
587,erdos-renyi,100,25,33.0,0.002678136666125629,0.8148027917545853,192,8d,"[T57 W: 0, T61 W: 15.0, T60 W: 0]",0.25
588,erdos-renyi,100,25,29.0,0.00230928491798057,0.8174868609651218,208,8d,"[T41 W: 0, T93 W: 18.0, T60 W: 0]",0.25
589,erdos-renyi,100,25,35.0,0.0028162214354682967,0.8344866430640491,192,8d,"[T41 W: 0, T96 W: 18.0, T65 W: 0]",0.25
590,erdos-renyi,100,33,32.0,0.0019536019536019536,0.90989010989011,264,8d,"[T48 W: 0, T88 W: 15.0, T87 W: 0]",0.33
591,erdos-renyi,100,33,30.0,0.0018031013342949874,0.8287053732419762,264,8d,"[T39 W: 0, T9 W: 13.0, T64 W: 0]",0.33
592,erdos-renyi,100,33,32.0,0.001953363447686485,0.8760835062873886,264,8d,"[T10 W: 0, T91 W: 15.0, T96 W: 0]",0.33
593,erdos-renyi,100,33,32.0,0.0019403347077370848,0.8380426873635702,264,8d,"[T41 W: 0, T75 W: 16.0, T51 W: 0]",0.33
594,erdos-renyi,100,33,33.0,0.001958689458689459,0.8499525166191833,272,8d,"[T6 W: 0, T12 W: 15.0, T80 W: 0]",0.33
595,erdos-renyi,100,45,35.0,0.0015709156193895873,0.8991023339317774,360,8d,"[T4 W: 0, T82 W: 18.0, T99 W: 0]",0.45
596,erdos-renyi,100,45,33.0,0.001469278717720392,0.8959928762243989,360,8d,"[T7 W: 0, T54 W: 17.0, T55 W: 0]",0.45
597,erdos-renyi,100,45,36.0,0.0016185594820609655,0.9139915475227048,360,8d,"[T56 W: 0, T24 W: 18.0, T65 W: 0]",0.45
598,erdos-renyi,100,45,35.0,0.0015466195315952276,0.8912505523641184,360,8d,"[T30 W: 0, T92 W: 17.0, T79 W: 0]",0.45
599,erdos-renyi,100,45,34.0,0.0015300153001530016,0.8823238232382323,360,8d,"[T3 W: 0, T56 W: 16.0, T77 W: 0]",0.45
600,erdos-renyi,100,25,31.0,0.002513785274083685,0.7844631852092118,240,10d,"[T21 W: 0, T83 W: 16.0, T36 W: 0]",0.25
601,erdos-renyi,100,25,29.0,0.002310020710530508,0.8658594870160905,250,10d,"[T59 W: 0, T96 W: 16.0, T72 W: 0]",0.25
602,erdos-renyi,100,25,30.0,0.0023768024084931073,0.8642845824750436,250,10d,"[T17 W: 0, T75 W: 16.0, T83 W: 0]",0.25
603,erdos-renyi,100,25,32.0,0.00260035754916301,0.8050544449861856,250,10d,"[T16 W: 0, T68 W: 15.0, T64 W: 0]",0.25
604,erdos-renyi,100,25,35.0,0.002741228070175439,0.8485275689223057,240,10d,"[T8 W: 0, T36 W: 18.0, T77 W: 0]",0.25
605,erdos-renyi,100,33,33.0,0.0018790570550051245,0.8536043730782371,340,10d,"[T14 W: 0, T99 W: 17.0, T21 W: 0]",0.33
606,erdos-renyi,100,33,30.0,0.0018217148409035704,0.8764877337867379,320,10d,"[T46 W: 0, T34 W: 14.0, T55 W: 0]",0.33
607,erdos-renyi,100,33,35.0,0.0021472392638036807,0.8368098159509203,330,10d,"[T44 W: 0, T92 W: 17.0, T57 W: 0]",0.33
608,erdos-renyi,100,33,36.0,0.0021572387344199425,0.87392138063279,330,10d,"[T23 W: 0, T96 W: 18.0, T31 W: 0]",0.33
609,erdos-renyi,100,33,35.0,0.002172024326672459,0.8565222787638078,320,10d,"[T15 W: 0, T54 W: 17.0, T82 W: 0]",0.33
610,erdos-renyi,100,45,34.0,0.0015408320493066256,0.9970089730807578,440,10d,"[T60 W: 0, T84 W: 18.0, T90 W: 0]",0.45
611,erdos-renyi,100,45,33.0,0.0014803516956755788,0.915395657635026,440,10d,"[T30 W: 0, T60 W: 18.0, T80 W: 0]",0.45
612,erdos-renyi,100,45,35.0,0.0016041800348336234,0.9037033641947017,440,10d,"[T4 W: 0, T29 W: 18.0, T89 W: 0]",0.45
613,erdos-renyi,100,45,35.0,0.0015795649426843578,0.9666034840689592,450,10d,"[T90 W: 0, T42 W: 18.0, T98 W: 0]",0.45
614,erdos-renyi,100,45,33.0,0.0014952424105120071,0.8997734481196193,440,10d,"[T34 W: 0, T99 W: 15.0, T62 W: 0]",0.45
615,erdos-renyi,100,25,29.0,0.002399073461283918,0.8109695565850429,288,12d,"[T13 W: 0, T5 W: 16.0, T71 W: 0]",0.25
616,erdos-renyi,100,25,28.0,0.002279758996906041,0.8336590131900342,288,12d,"[T31 W: 0, T80 W: 11.0, T84 W: 0]",0.25
617,erdos-renyi,100,25,29.0,0.002317034196228827,0.8151965484180249,300,12d,"[T1 W: 0, T48 W: 15.0, T17 W: 0]",0.25
618,erdos-renyi,100,25,33.0,0.0027633562217384017,0.8551331435270474,288,12d,"[T36 W: 0, T43 W: 17.0, T92 W: 0]",0.25
619,erdos-renyi,100,25,33.0,0.0025573465592064475,0.8374147551146931,300,12d,"[T11 W: 0, T94 W: 18.0, T19 W: 0]",0.25
620,erdos-renyi,100,33,36.0,0.002224694104560623,0.8422939068100358,384,12d,"[T40 W: 0, T18 W: 18.0, T68 W: 0]",0.33
