graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,max_delta,dan,most_congested_route,ratio
erdos-renyi,25,7,19.0,0.02513227513227513,0.8425925925925926,72,9,12d,"[T7 W: 0, T24 W: 12.0, T18 W: 0]",0.25
erdos-renyi,25,7,24.0,0.029484029484029485,0.6560196560196561,72,11,12d,"[T2 W: 0, T18 W: 15.0, T20 W: 0]",0.25
erdos-renyi,25,7,23.0,0.02804878048780488,0.7780487804878049,84,9,12d,"[T4 W: 0, T17 W: 8.0, T9 W: 0]",0.25
erdos-renyi,25,9,30.0,0.028680688336520075,0.9149139579349904,96,12,12d,"[T5 W: 0, T10 W: 18.0, T21 W: 0]",0.33
erdos-renyi,25,9,36.0,0.030664395229982964,1.1277683134582623,108,17,12d,"[T4 W: 0, T1 W: 18.0, T23 W: 0]",0.33
erdos-renyi,25,9,25.0,0.023148148148148147,0.8972222222222223,108,13,12d,"[T7 W: 0, T13 W: 9.0, T17 W: 0]",0.33
erdos-renyi,25,9,28.0,0.028455284552845527,0.850609756097561,96,11,12d,"[T14 W: 0, T7 W: 17.0, T22 W: 0]",0.33
erdos-renyi,25,9,27.0,0.026470588235294117,0.8333333333333334,96,13,12d,"[T6 W: 0, T22 W: 16.0, T9 W: 0]",0.33
erdos-renyi,50,13,57.0,0.016764705882352942,1.0538235294117646,10,28,10,"[T28 W: 0, T49 W: 15.0, T46 W: 6.0, T36 W: 0]",0.25
erdos-renyi,50,13,46.0,0.013481828839390387,0.8449589683470106,10,24,10,"[T8 W: 0, T5 W: 10.0, T21 W: 5.0, T33 W: 10.0, T26 W: 0]",0.25
erdos-renyi,50,13,41.0,0.014186851211072665,0.842560553633218,10,22,10,"[T2 W: 0, T16 W: 14.0, T44 W: 3.0, T34 W: 10.0, T40 W: 0]",0.25
erdos-renyi,50,13,52.0,0.01649746192893401,0.9651015228426396,10,24,10,"[T9 W: 0, T22 W: 8.0, T48 W: 12.0, T30 W: 0]",0.25
erdos-renyi,50,13,46.0,0.017584097859327217,0.9224006116207951,10,20,10,"[T13 W: 0, T34 W: 8.0, T42 W: 16.0, T17 W: 0]",0.25
erdos-renyi,50,17,57.0,0.014578005115089514,0.951150895140665,10,29,10,"[T17 W: 0, T31 W: 15.0, T42 W: 7.0, T29 W: 0]",0.33
erdos-renyi,50,17,59.0,0.013895430993876589,0.9783325482807348,10,30,10,"[T14 W: 0, T37 W: 6.0, T47 W: 9.0, T40 W: 16.0, T39 W: 0]",0.33
erdos-renyi,50,17,61.0,0.013664874551971327,0.9392921146953405,10,34,10,"[T18 W: 0, T22 W: 13.0, T35 W: 14.0, T41 W: 0]",0.33
erdos-renyi,50,17,62.0,0.015704154002026342,0.9698581560283688,10,27,10,"[T10 W: 0, T22 W: 14.0, T3 W: 5.0, T13 W: 17.0, T45 W: 0]",0.33
erdos-renyi,50,17,70.0,0.016362786348761104,1.3041140719962598,10,36,10,"[T5 W: 0, T46 W: 13.0, T12 W: 4.0, T25 W: 12.0, T49 W: 0]",0.33
erdos-renyi,50,13,27.0,0.008426966292134831,0.8261548064918851,16,21,16,"[T21 W: 0, T32 W: 9.0, T28 W: 0]",0.25
erdos-renyi,50,13,27.0,0.008565989847715736,0.8765862944162437,16,21,16,"[T8 W: 0, T29 W: 9.0, T20 W: 0]",0.25
erdos-renyi,50,13,27.0,0.008715300193673338,0.8886378308586185,16,21,16,"[T21 W: 0, T15 W: 9.0, T43 W: 0]",0.25
erdos-renyi,50,13,28.0,0.008206330597889801,0.8906799531066822,16,21,16,"[T8 W: 0, T32 W: 15.0, T30 W: 0]",0.25
erdos-renyi,50,13,30.0,0.00964630225080386,0.9041800643086817,16,22,16,"[T27 W: 0, T45 W: 15.0, T37 W: 0]",0.25
erdos-renyi,50,17,46.0,0.010332434860736747,0.9007187780772686,16,30,16,"[T21 W: 0, T30 W: 14.0, T34 W: 10.0, T31 W: 0]",0.33
erdos-renyi,50,17,47.0,0.011610671936758894,0.9814723320158103,16,28,16,"[T11 W: 0, T9 W: 15.0, T4 W: 10.0, T36 W: 0]",0.33
erdos-renyi,50,17,31.0,0.0074698795180722895,0.9539759036144578,16,29,16,"[T14 W: 0, T8 W: 17.0, T42 W: 0]",0.33
erdos-renyi,50,17,27.0,0.006332082551594747,0.8916510318949343,16,26,16,"[T12 W: 0, T18 W: 13.0, T16 W: 0]",0.33
erdos-renyi,50,17,38.0,0.00963000506842372,0.9650278763304613,16,27,16,"[T3 W: 0, T11 W: 7.0, T9 W: 7.0, T6 W: 0]",0.33
erdos-renyi,50,13,26.0,0.00818639798488665,0.7846347607052897,24,19,24,"[T1 W: 0, T21 W: 17.0, T8 W: 0]",0.25
erdos-renyi,50,13,31.0,0.009961439588688946,0.8823907455012854,24,20,24,"[T31 W: 0, T34 W: 18.0, T48 W: 0]",0.25
erdos-renyi,50,13,26.0,0.0077473182359952325,0.8024433849821215,24,23,24,"[T4 W: 0, T20 W: 17.0, T14 W: 0]",0.25
erdos-renyi,50,13,30.0,0.009439899307740718,1.002202643171806,24,22,24,"[T13 W: 0, T49 W: 12.0, T30 W: 0]",0.25
erdos-renyi,50,13,28.0,0.00975609756097561,0.9010452961672474,24,20,24,"[T21 W: 0, T37 W: 11.0, T28 W: 0]",0.25
erdos-renyi,50,17,35.0,0.007879333633498424,0.9630796938316074,24,27,24,"[T39 W: 0, T38 W: 18.0, T42 W: 0]",0.33
erdos-renyi,50,17,31.0,0.006997742663656885,0.8857787810383747,24,29,24,"[T6 W: 0, T22 W: 17.0, T41 W: 0]",0.33
erdos-renyi,50,17,35.0,0.008381226053639846,0.8850574712643678,24,25,24,"[T7 W: 0, T25 W: 18.0, T12 W: 0]",0.33
erdos-renyi,50,17,27.0,0.006413301662707839,1.004750593824228,24,31,24,"[T30 W: 0, T34 W: 18.0, T39 W: 0]",0.33
erdos-renyi,50,17,31.0,0.00741272118603539,0.9103299856527977,24,27,24,"[T10 W: 0, T16 W: 18.0, T13 W: 0]",0.33
erdos-renyi,50,13,30.0,0.008685581933989578,0.903300521134916,48,23,48,"[T2 W: 0, T43 W: 13.0, T25 W: 0]",0.25
erdos-renyi,50,13,25.0,0.007951653944020356,0.9535623409669212,48,24,48,"[T3 W: 0, T46 W: 13.0, T44 W: 0]",0.25
erdos-renyi,50,13,29.0,0.008729680915111379,0.8374473208910295,48,21,48,"[T26 W: 0, T21 W: 14.0, T45 W: 0]",0.25
erdos-renyi,50,13,27.0,0.008379888268156424,0.9171322160148976,48,23,48,"[T1 W: 0, T0 W: 13.0, T3 W: 0]",0.25
erdos-renyi,50,13,25.0,0.007763975155279503,0.8854037267080745,48,21,48,"[T23 W: 0, T28 W: 16.0, T24 W: 0]",0.25
erdos-renyi,50,17,30.0,0.007759958613554061,0.9213657527159855,48,26,48,"[T28 W: 0, T11 W: 15.0, T35 W: 0]",0.33
erdos-renyi,50,17,31.0,0.006885828520657486,0.9331408262994225,48,26,48,"[T18 W: 0, T1 W: 16.0, T19 W: 0]",0.33
erdos-renyi,50,17,30.0,0.007541478129713424,0.8227752639517345,48,24,48,"[T9 W: 0, T17 W: 16.0, T20 W: 0]",0.33
erdos-renyi,50,17,31.0,0.007495164410058027,0.8367988394584139,48,25,48,"[T19 W: 0, T28 W: 13.0, T29 W: 0]",0.33
erdos-renyi,50,17,30.0,0.006787330316742082,0.9192307692307692,48,27,48,"[T0 W: 0, T27 W: 13.0, T48 W: 0]",0.33
erdos-renyi,50,13,29.0,0.00958994708994709,0.7962962962962963,12,22,1d,"[T3 W: 0, T36 W: 5.0, T47 W: 6.0, T40 W: 0]",0.25
erdos-renyi,50,13,33.0,0.010617760617760617,0.7760617760617761,12,24,1d,"[T33 W: 0, T6 W: 11.0, T11 W: 5.0, T46 W: 0]",0.25
erdos-renyi,50,13,51.0,0.015789473684210527,1.0034055727554179,13,27,1d,"[T24 W: 0, T15 W: 18.0, T10 W: 6.0, T29 W: 0]",0.25
erdos-renyi,50,13,39.0,0.012202753441802253,0.8617021276595744,13,21,1d,"[T14 W: 0, T2 W: 5.0, T31 W: 12.0, T16 W: 0]",0.25
erdos-renyi,50,13,32.0,0.009569377990430622,0.8600478468899522,13,25,1d,"[T22 W: 0, T18 W: 14.0, T3 W: 2.0, T34 W: 0]",0.25
erdos-renyi,50,17,31.0,0.007182576459684893,0.8741890639481001,18,26,1d,"[T2 W: 0, T45 W: 14.0, T6 W: 0]",0.33
erdos-renyi,50,17,33.0,0.007764705882352941,0.9058823529411765,17,29,1d,"[T9 W: 0, T42 W: 9.0, T23 W: 8.0, T15 W: 0]",0.33
erdos-renyi,50,17,33.0,0.008064516129032258,0.9100684261974584,17,28,1d,"[T42 W: 0, T19 W: 9.0, T11 W: 6.0, T43 W: 0]",0.33
erdos-renyi,50,17,52.0,0.01224105461393597,0.972693032015066,17,31,1d,"[T33 W: 0, T11 W: 9.0, T3 W: 10.0, T43 W: 0]",0.33
erdos-renyi,50,17,47.0,0.011363636363636364,0.9736460348162476,16,27,1d,"[T21 W: 0, T35 W: 13.0, T37 W: 12.0, T26 W: 0]",0.33
erdos-renyi,50,13,24.0,0.007905138339920948,0.8741765480895916,24,20,2d,"[T1 W: 0, T37 W: 9.0, T21 W: 0]",0.25
erdos-renyi,50,13,32.0,0.009264620729588882,0.9195136074116966,26,21,2d,"[T35 W: 0, T18 W: 14.0, T46 W: 0]",0.25
erdos-renyi,50,13,27.0,0.009215017064846417,0.9150170648464164,24,21,2d,"[T20 W: 0, T0 W: 9.0, T37 W: 0]",0.25
erdos-renyi,50,13,30.0,0.010135135135135136,0.8976351351351352,24,20,2d,"[T17 W: 0, T20 W: 12.0, T28 W: 0]",0.25
erdos-renyi,50,13,28.0,0.00904392764857881,0.9993540051679587,26,26,2d,"[T30 W: 0, T8 W: 16.0, T47 W: 0]",0.25
erdos-renyi,50,17,28.0,0.006666666666666667,0.986904761904762,34,28,2d,"[T10 W: 0, T31 W: 13.0, T12 W: 0]",0.33
erdos-renyi,50,17,35.0,0.007615317667536988,0.8792428198433421,36,26,2d,"[T23 W: 0, T2 W: 17.0, T25 W: 0]",0.33
erdos-renyi,50,17,31.0,0.0072328511432571164,0.879841343910406,34,25,2d,"[T28 W: 0, T2 W: 18.0, T48 W: 0]",0.33
erdos-renyi,50,17,30.0,0.0070028011204481795,0.8800186741363212,34,26,2d,"[T40 W: 0, T39 W: 16.0, T48 W: 0]",0.33
erdos-renyi,50,17,29.0,0.007264529058116233,1.0826653306613228,34,31,2d,"[T19 W: 0, T18 W: 11.0, T47 W: 0]",0.33
erdos-renyi,50,13,27.0,0.00839030453697949,0.8160348042262274,52,20,4d,"[T28 W: 0, T46 W: 18.0, T36 W: 0]",0.25
erdos-renyi,50,13,27.0,0.007913247362250879,0.8689917936694022,56,24,4d,"[T4 W: 0, T45 W: 9.0, T32 W: 0]",0.25
erdos-renyi,50,13,35.0,0.01155115511551155,0.7947194719471947,48,20,4d,"[T4 W: 0, T1 W: 18.0, T12 W: 0]",0.25
erdos-renyi,50,13,26.0,0.008910212474297465,0.9797806716929404,52,24,4d,"[T7 W: 0, T6 W: 16.0, T27 W: 0]",0.25
erdos-renyi,50,13,28.0,0.00778642936596218,0.9543937708565072,56,26,4d,"[T16 W: 0, T43 W: 14.0, T49 W: 0]",0.25
erdos-renyi,50,17,35.0,0.00823529411764706,0.9117647058823529,68,27,4d,"[T24 W: 0, T39 W: 17.0, T47 W: 0]",0.33
erdos-renyi,50,17,31.0,0.0077538769384692344,0.8804402201100551,68,25,4d,"[T22 W: 0, T48 W: 16.0, T24 W: 0]",0.33
erdos-renyi,50,17,32.0,0.007434944237918215,0.9230947955390335,68,27,4d,"[T1 W: 0, T21 W: 15.0, T23 W: 0]",0.33
erdos-renyi,50,17,33.0,0.007510241238051889,0.9280837505689576,68,28,4d,"[T32 W: 0, T20 W: 17.0, T43 W: 0]",0.33
erdos-renyi,50,17,29.0,0.007001448575567359,0.9420569773056494,68,27,4d,"[T0 W: 0, T37 W: 14.0, T36 W: 0]",0.33
erdos-renyi,50,13,31.0,0.010157273918741808,0.9125163826998689,72,20,6d,"[T28 W: 0, T8 W: 17.0, T44 W: 0]",0.25
erdos-renyi,50,13,28.0,0.008293838862559242,0.8359004739336493,78,22,6d,"[T8 W: 0, T42 W: 15.0, T35 W: 0]",0.25
erdos-renyi,50,13,32.0,0.009334889148191364,0.8340140023337222,78,21,6d,"[T41 W: 0, T39 W: 16.0, T42 W: 0]",0.25
